"coexpression","coexpression_transferred","combined_score","cooccurence","database","database_transferred","experiments","experiments_transferred","fusion","homology","interaction","name","neighborhood","neighborhood_transferred","protein1","protein2","selected","shared interaction","shared name","textmining","textmining_transferred"
"65","62","450","0","0","0","0","0","0","0","interacts with","CCL3 (interacts with) CD27","0","0","9606.ENSP00000477908","9606.ENSP00000266557","false","interacts with","CCL3 (interacts with) CD27","415","55"
"99","62","694","0","600","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) CD247","0","0","9606.ENSP00000393566","9606.ENSP00000354782","false","interacts with","HLA-DPA1 (interacts with) CD247","202","0"
"313","63","393","0","0","0","0","0","0","0","interacts with","CD48 (interacts with) HLA-DPA1","0","0","9606.ENSP00000484431","9606.ENSP00000393566","false","interacts with","CD48 (interacts with) HLA-DPA1","134","0"
"74","62","481","0","0","0","0","0","0","0","interacts with","CD4 (interacts with) PSMB8","0","0","9606.ENSP00000011653","9606.ENSP00000364016","false","interacts with","CD4 (interacts with) PSMB8","450","43"
"105","0","302","0","0","0","0","0","0","0","interacts with","HLA-DRA (interacts with) CD27","0","0","9606.ENSP00000378786","9606.ENSP00000266557","false","interacts with","HLA-DRA (interacts with) CD27","224","77"
"88","0","157","0","0","0","0","76","0","0","interacts with","BTK (interacts with) PSMB8","0","0","9606.ENSP00000483570","9606.ENSP00000364016","false","interacts with","BTK (interacts with) PSMB8","81","0"
"539","62","767","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) CD2","0","0","9606.ENSP00000246657","9606.ENSP00000358490","false","interacts with","CCR7 (interacts with) CD2","505","0"
"99","56","678","0","0","0","0","0","0","0","interacts with","IL1B (interacts with) CCR7","0","0","9606.ENSP00000263341","9606.ENSP00000246657","false","interacts with","IL1B (interacts with) CCR7","650","47"
"161","63","201","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) CD247","0","0","9606.ENSP00000320176","9606.ENSP00000354782","false","interacts with","HCLS1 (interacts with) CD247","66","0"
"98","63","209","0","0","0","0","0","0","0","interacts with","SLAMF7 (interacts with) HLA-DPA1","0","0","9606.ENSP00000357022","9606.ENSP00000393566","false","interacts with","SLAMF7 (interacts with) HLA-DPA1","140","0"
"182","65","349","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) CD2","0","0","9606.ENSP00000393566","9606.ENSP00000358490","false","interacts with","HLA-DPA1 (interacts with) CD2","140","128"
"92","0","526","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) TNFSF13B","0","0","9606.ENSP00000246657","9606.ENSP00000365048","false","interacts with","CCR7 (interacts with) TNFSF13B","500","0"
"140","64","286","0","0","0","0","0","0","0","interacts with","HLA-DRA (interacts with) CCR7","0","0","9606.ENSP00000378786","9606.ENSP00000246657","false","interacts with","HLA-DRA (interacts with) CCR7","170","58"
"305","62","320","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) CD2","0","0","9606.ENSP00000320176","9606.ENSP00000358490","false","interacts with","HCLS1 (interacts with) CD2","0","0"
"76","0","250","0","0","0","0","0","0","0","interacts with","CD247 (interacts with) TNFAIP3","0","0","9606.ENSP00000354782","9606.ENSP00000481570","false","interacts with","CD247 (interacts with) TNFAIP3","222","0"
"69","0","174","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) CD247","0","0","9606.ENSP00000364016","9606.ENSP00000354782","false","interacts with","PSMB8 (interacts with) CD247","113","81"
"345","161","426","0","0","0","0","0","0","0","interacts with","LAPTM5 (interacts with) HLA-DPA1","0","0","9606.ENSP00000294507","9606.ENSP00000393566","false","interacts with","LAPTM5 (interacts with) HLA-DPA1","0","0"
"111","62","763","0","0","0","0","0","0","0","interacts with","PTPRC (interacts with) CD27","0","0","9606.ENSP00000411355","9606.ENSP00000266557","false","interacts with","PTPRC (interacts with) CD27","739","0"
"107","0","183","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) FYB","0","0","9606.ENSP00000266557","9606.ENSP00000427114","false","interacts with","CD27 (interacts with) FYB","123","0"
"133","87","232","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) FCGR3B","0","0","9606.ENSP00000393566","9606.ENSP00000433642","false","interacts with","HLA-DPA1 (interacts with) FCGR3B","107","42"
"87","51","172","0","0","0","0","56","0","0","interacts with","PSMB8 (interacts with) CCR2","0","0","9606.ENSP00000364016","9606.ENSP00000292301","false","interacts with","PSMB8 (interacts with) CCR2","108","0"
"70","0","273","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) TNFSF13B","0","0","9606.ENSP00000393566","9606.ENSP00000365048","false","interacts with","HLA-DPA1 (interacts with) TNFSF13B","113","190"
"88","0","279","0","0","0","0","0","0","0","interacts with","FCGR2B (interacts with) TNFAIP3","0","0","9606.ENSP00000351497","9606.ENSP00000481570","false","interacts with","FCGR2B (interacts with) TNFAIP3","229","58"
"110","67","156","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) FYB","0","0","9606.ENSP00000364016","9606.ENSP00000427114","false","interacts with","PSMB8 (interacts with) FYB","0","66"
"177","0","264","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) FYB","0","0","9606.ENSP00000246657","9606.ENSP00000427114","false","interacts with","CCR7 (interacts with) FYB","143","0"
"181","62","204","0","0","0","0","0","0","0","interacts with","TNF (interacts with) HCLS1","0","0","9606.ENSP00000398698","9606.ENSP00000320176","false","interacts with","TNF (interacts with) HCLS1","48","0"
"134","0","158","0","0","0","0","0","0","0","interacts with","SASH3 (interacts with) TNFAIP3","0","0","9606.ENSP00000349359","9606.ENSP00000481570","false","interacts with","SASH3 (interacts with) TNFAIP3","60","49"
"544","65","598","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) FYB","0","0","9606.ENSP00000320176","9606.ENSP00000427114","false","interacts with","HCLS1 (interacts with) FYB","134","0"
"140","0","217","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) CCR2","0","0","9606.ENSP00000393566","9606.ENSP00000292301","false","interacts with","HLA-DPA1 (interacts with) CCR2","112","58"
"369","63","383","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) ITGAM","0","0","9606.ENSP00000320176","9606.ENSP00000441691","false","interacts with","HCLS1 (interacts with) ITGAM","0","0"
"182","48","215","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) FYB","0","0","9606.ENSP00000393566","9606.ENSP00000427114","false","interacts with","HLA-DPA1 (interacts with) FYB","74","0"
"336","56","346","0","0","0","0","0","0","0","interacts with","SASH3 (interacts with) HLA-DPA1","0","0","9606.ENSP00000349359","9606.ENSP00000393566","false","interacts with","SASH3 (interacts with) HLA-DPA1","0","0"
"214","66","786","0","0","0","0","0","0","0","interacts with","PTPRC (interacts with) CCR7","0","0","9606.ENSP00000411355","9606.ENSP00000246657","false","interacts with","PTPRC (interacts with) CCR7","720","85"
"152","52","345","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) IL10RA","0","0","9606.ENSP00000481570","9606.ENSP00000227752","false","interacts with","TNFAIP3 (interacts with) IL10RA","251","0"
"88","0","425","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) CCR2","0","0","9606.ENSP00000266557","9606.ENSP00000292301","false","interacts with","CD27 (interacts with) CCR2","391","48"
"165","0","410","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) IL10RA","0","0","9606.ENSP00000266557","9606.ENSP00000227752","false","interacts with","CD27 (interacts with) IL10RA","323","0"
"111","43","416","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) ITGAM","0","0","9606.ENSP00000481570","9606.ENSP00000441691","false","interacts with","TNFAIP3 (interacts with) ITGAM","369","0"
"214","0","214","0","0","0","0","0","0","0","interacts with","LAPTM5 (interacts with) CCR7","0","0","9606.ENSP00000294507","9606.ENSP00000246657","false","interacts with","LAPTM5 (interacts with) CCR7","0","0"
"328","62","365","0","0","0","0","0","0","0","interacts with","CD52 (interacts with) HLA-DPA1","0","0","9606.ENSP00000363330","9606.ENSP00000393566","false","interacts with","CD52 (interacts with) HLA-DPA1","74","0"
"88","66","197","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) IL10RA","0","0","9606.ENSP00000364016","9606.ENSP00000227752","false","interacts with","PSMB8 (interacts with) IL10RA","134","0"
"69","0","720","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) FCGR3B","0","0","9606.ENSP00000266557","9606.ENSP00000433642","false","interacts with","CD27 (interacts with) FCGR3B","707","59"
"112","0","307","0","0","0","0","0","0","0","interacts with","CD86 (interacts with) TNFAIP3","0","0","9606.ENSP00000332049","9606.ENSP00000481570","false","interacts with","CD86 (interacts with) TNFAIP3","252","0"
"239","0","238","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) CCR2","0","0","9606.ENSP00000320176","9606.ENSP00000292301","false","interacts with","HCLS1 (interacts with) CCR2","0","0"
"140","55","647","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) CD247","0","0","9606.ENSP00000266557","9606.ENSP00000354782","false","interacts with","CD27 (interacts with) CD247","601","41"
"552","66","563","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) IL10RA","0","0","9606.ENSP00000320176","9606.ENSP00000227752","false","interacts with","HCLS1 (interacts with) IL10RA","0","0"
"185","62","202","0","0","0","0","0","0","0","interacts with","CD3D (interacts with) HCLS1","0","0","9606.ENSP00000300692","9606.ENSP00000320176","false","interacts with","CD3D (interacts with) HCLS1","0","0"
"98","62","295","0","0","0","0","0","0","0","interacts with","PSMB9 (interacts with) CCR7","0","0","9606.ENSP00000363993","9606.ENSP00000246657","false","interacts with","PSMB9 (interacts with) CCR7","234","0"
"302","62","568","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) IL10RA","0","0","9606.ENSP00000246657","9606.ENSP00000227752","false","interacts with","CCR7 (interacts with) IL10RA","394","0"
"142","0","766","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) ITGAM","0","0","9606.ENSP00000246657","9606.ENSP00000441691","false","interacts with","CCR7 (interacts with) ITGAM","688","198"
"88","49","701","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) FCGR3B","0","0","9606.ENSP00000246657","9606.ENSP00000433642","false","interacts with","CCR7 (interacts with) FCGR3B","684","0"
"76","0","250","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) CD247","0","0","9606.ENSP00000481570","9606.ENSP00000354782","false","interacts with","TNFAIP3 (interacts with) CD247","222","0"
"70","0","185","0","0","0","0","0","0","0","interacts with","IRF5 (interacts with) CD27","0","0","9606.ENSP00000349770","9606.ENSP00000266557","false","interacts with","IRF5 (interacts with) CD27","160","0"
"69","0","174","0","0","0","0","0","0","0","interacts with","CD247 (interacts with) PSMB8","0","0","9606.ENSP00000354782","9606.ENSP00000364016","false","interacts with","CD247 (interacts with) PSMB8","113","81"
"300","64","367","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) IL10RA","0","0","9606.ENSP00000393566","9606.ENSP00000227752","false","interacts with","HLA-DPA1 (interacts with) IL10RA","112","0"
"63","112","246","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) FCGR3B","0","0","9606.ENSP00000364016","9606.ENSP00000433642","false","interacts with","PSMB8 (interacts with) FCGR3B","112","101"
"78","0","240","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) CCR2","0","0","9606.ENSP00000481570","9606.ENSP00000292301","false","interacts with","TNFAIP3 (interacts with) CCR2","210","0"
"88","66","161","0","0","0","0","0","0","0","interacts with","CD2 (interacts with) PSMB8","0","0","9606.ENSP00000358490","9606.ENSP00000364016","false","interacts with","CD2 (interacts with) PSMB8","95","0"
"127","49","352","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) PTPRC","0","0","9606.ENSP00000481570","9606.ENSP00000411355","false","interacts with","TNFAIP3 (interacts with) PTPRC","283","0"
"107","0","183","0","0","0","0","0","0","0","interacts with","FYB (interacts with) CD27","0","0","9606.ENSP00000427114","9606.ENSP00000266557","false","interacts with","FYB (interacts with) CD27","123","0"
"66","112","256","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) FCGR3A","0","0","9606.ENSP00000364016","9606.ENSP00000356946","false","interacts with","PSMB8 (interacts with) FCGR3A","120","101"
"214","0","852","0","0","0","0","0","0","0","interacts with","CD80 (interacts with) CCR7","0","0","9606.ENSP00000264246","9606.ENSP00000246657","false","interacts with","CD80 (interacts with) CCR7","769","254"
"98","0","189","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) CD27","0","0","9606.ENSP00000393566","9606.ENSP00000266557","false","interacts with","HLA-DPA1 (interacts with) CD27","108","74"
"212","52","663","0","0","0","270","0","0","0","interacts with","CCR7 (interacts with) CD247","0","0","9606.ENSP00000246657","9606.ENSP00000354782","false","interacts with","CCR7 (interacts with) CD247","455","0"
"88","62","258","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) ITGAM","0","0","9606.ENSP00000364016","9606.ENSP00000441691","false","interacts with","PSMB8 (interacts with) ITGAM","203","0"
"152","108","217","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) FCGR3B","0","0","9606.ENSP00000320176","9606.ENSP00000433642","false","interacts with","HCLS1 (interacts with) FCGR3B","0","48"
"125","0","230","0","0","0","0","0","0","842","interacts with","CCR7 (interacts with) CCR2","0","0","9606.ENSP00000246657","9606.ENSP00000292301","false","interacts with","CCR7 (interacts with) CCR2","747","140"
"77","107","221","0","0","0","0","0","0","0","interacts with","TYROBP (interacts with) PSMB8","0","0","9606.ENSP00000262629","9606.ENSP00000364016","false","interacts with","TYROBP (interacts with) PSMB8","113","61"
"100","0","706","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) ITGAM","0","0","9606.ENSP00000266557","9606.ENSP00000441691","false","interacts with","CD27 (interacts with) ITGAM","681","59"
"288","62","899","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) CD27","0","0","9606.ENSP00000246657","9606.ENSP00000266557","false","interacts with","CCR7 (interacts with) CD27","855","85"
"353","91","390","0","0","0","0","0","0","0","interacts with","LY86 (interacts with) HLA-DPA1","0","0","9606.ENSP00000369286","9606.ENSP00000393566","false","interacts with","LY86 (interacts with) HLA-DPA1","0","47"
"98","63","360","0","0","0","0","0","0","0","interacts with","CD86 (interacts with) PSMB8","0","0","9606.ENSP00000332049","9606.ENSP00000364016","false","interacts with","CD86 (interacts with) PSMB8","304","0"
"114","0","210","0","0","0","0","0","0","0","interacts with","LY86 (interacts with) CD27","0","0","9606.ENSP00000369286","9606.ENSP00000266557","false","interacts with","LY86 (interacts with) CD27","82","107"
"141","107","203","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) HCLS1","0","0","9606.ENSP00000266557","9606.ENSP00000320176","false","interacts with","CD27 (interacts with) HCLS1","45","0"
"99","0","279","0","0","0","0","0","0","0","interacts with","LCP2 (interacts with) CD27","0","0","9606.ENSP00000046794","9606.ENSP00000266557","false","interacts with","LCP2 (interacts with) CD27","233","0"
"62","53","249","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) FCGR3B","0","0","9606.ENSP00000481570","9606.ENSP00000433642","false","interacts with","TNFAIP3 (interacts with) FCGR3B","193","77"
"88","0","221","0","0","0","0","0","0","0","interacts with","CD2 (interacts with) TNFAIP3","0","0","9606.ENSP00000358490","9606.ENSP00000481570","false","interacts with","CD2 (interacts with) TNFAIP3","181","0"
"331","87","420","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) FCGR3A","0","0","9606.ENSP00000393566","9606.ENSP00000356946","false","interacts with","HLA-DPA1 (interacts with) FCGR3A","127","42"
"138","83","466","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) CCL4","0","0","9606.ENSP00000481570","9606.ENSP00000482259","false","interacts with","TNFAIP3 (interacts with) CCL4","366","61"
"93","56","478","0","0","0","0","0","0","0","interacts with","SLAMF7 (interacts with) CD27","0","0","9606.ENSP00000357022","9606.ENSP00000266557","false","interacts with","SLAMF7 (interacts with) CD27","440","0"
"63","53","269","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) FCGR3A","0","0","9606.ENSP00000481570","9606.ENSP00000356946","false","interacts with","TNFAIP3 (interacts with) FCGR3A","213","77"
"297","54","329","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) ITGAM","0","0","9606.ENSP00000393566","9606.ENSP00000441691","false","interacts with","HLA-DPA1 (interacts with) ITGAM","73","0"
"98","67","350","0","0","0","0","0","0","0","interacts with","HLA-DQB1 (interacts with) CCR7","0","0","9606.ENSP00000364080","9606.ENSP00000246657","false","interacts with","HLA-DQB1 (interacts with) CCR7","94","249"
"124","49","313","0","0","0","0","0","0","0","interacts with","SPI1 (interacts with) CD27","0","0","9606.ENSP00000227163","9606.ENSP00000266557","false","interacts with","SPI1 (interacts with) CD27","242","0"
"299","0","380","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) CCR5","0","0","9606.ENSP00000393566","9606.ENSP00000292303","false","interacts with","HLA-DPA1 (interacts with) CCR5","145","50"
"139","129","538","0","0","0","0","0","0","0","interacts with","HLA-DRA (interacts with) PSMB8","0","0","9606.ENSP00000378786","9606.ENSP00000364016","false","interacts with","HLA-DRA (interacts with) PSMB8","368","142"
"601","84","641","0","0","0","0","76","0","0","interacts with","HCLS1 (interacts with) PTPRC","0","0","9606.ENSP00000320176","9606.ENSP00000411355","false","interacts with","HCLS1 (interacts with) PTPRC","63","43"
"277","0","331","0","0","0","0","0","0","0","interacts with","WDFY4 (interacts with) CCR7","0","0","9606.ENSP00000320563","9606.ENSP00000246657","false","interacts with","WDFY4 (interacts with) CCR7","96","60"
"297","54","329","0","0","0","0","0","0","0","interacts with","ITGAM (interacts with) HLA-DPA1","0","0","9606.ENSP00000441691","9606.ENSP00000393566","false","interacts with","ITGAM (interacts with) HLA-DPA1","73","0"
"155","73","940","0","900","0","0","0","0","0","interacts with","HLA-E (interacts with) PSMB8","0","0","9606.ENSP00000365817","9606.ENSP00000364016","false","interacts with","HLA-E (interacts with) PSMB8","325","48"
"96","62","923","0","900","0","0","0","0","0","interacts with","PTPN22 (interacts with) HLA-DPA1","0","0","9606.ENSP00000352833","9606.ENSP00000393566","false","interacts with","PTPN22 (interacts with) HLA-DPA1","204","0"
"88","0","199","0","0","0","0","0","0","0","interacts with","TBX21 (interacts with) TNFAIP3","0","0","9606.ENSP00000177694","9606.ENSP00000481570","false","interacts with","TBX21 (interacts with) TNFAIP3","158","0"
"214","108","274","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) FCGR3A","0","0","9606.ENSP00000320176","9606.ENSP00000356946","false","interacts with","HCLS1 (interacts with) FCGR3A","0","48"
"88","106","930","0","900","0","0","0","0","0","interacts with","IRF8 (interacts with) PSMB8","0","0","9606.ENSP00000268638","9606.ENSP00000364016","false","interacts with","IRF8 (interacts with) PSMB8","243","0"
"175","0","368","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) BTK","0","0","9606.ENSP00000246657","9606.ENSP00000483570","false","interacts with","CCR7 (interacts with) BTK","266","0"
"182","0","283","0","0","0","0","0","0","851","interacts with","CCR7 (interacts with) CCR5","0","0","9606.ENSP00000246657","9606.ENSP00000292303","false","interacts with","CCR7 (interacts with) CCR5","825","140"
"98","49","509","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) CCL4","0","0","9606.ENSP00000266557","9606.ENSP00000482259","false","interacts with","CD27 (interacts with) CCL4","467","53"
"77","0","173","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) CCR5","0","0","9606.ENSP00000481570","9606.ENSP00000292303","false","interacts with","TNFAIP3 (interacts with) CCR5","141","0"
"127","49","352","0","0","0","0","0","0","0","interacts with","PTPRC (interacts with) TNFAIP3","0","0","9606.ENSP00000411355","9606.ENSP00000481570","false","interacts with","PTPRC (interacts with) TNFAIP3","283","0"
"77","62","188","0","0","0","0","56","0","0","interacts with","CCR5 (interacts with) PSMB8","0","0","9606.ENSP00000292303","9606.ENSP00000364016","false","interacts with","CCR5 (interacts with) PSMB8","124","0"
"98","64","165","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) NKG7","0","0","9606.ENSP00000364016","9606.ENSP00000221978","false","interacts with","PSMB8 (interacts with) NKG7","91","0"
"76","64","194","0","0","0","0","0","0","0","interacts with","SLAMF7 (interacts with) PSMB8","0","0","9606.ENSP00000357022","9606.ENSP00000364016","false","interacts with","SLAMF7 (interacts with) PSMB8","103","84"
"214","67","251","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) CCL4","0","0","9606.ENSP00000320176","9606.ENSP00000482259","false","interacts with","HCLS1 (interacts with) CCL4","61","0"
"137","49","718","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) FCGR3A","0","0","9606.ENSP00000246657","9606.ENSP00000356946","false","interacts with","CCR7 (interacts with) FCGR3A","684","0"
"155","51","468","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) NKG7","0","0","9606.ENSP00000266557","9606.ENSP00000221978","false","interacts with","CD27 (interacts with) NKG7","391","0"
"98","0","489","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) BTK","0","0","9606.ENSP00000266557","9606.ENSP00000483570","false","interacts with","CD27 (interacts with) BTK","457","0"
"74","63","206","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) CCL4","0","0","9606.ENSP00000364016","9606.ENSP00000482259","false","interacts with","PSMB8 (interacts with) CCL4","136","67"
"214","62","257","0","0","0","0","0","0","0","interacts with","LY86 (interacts with) CCR7","0","0","9606.ENSP00000369286","9606.ENSP00000246657","false","interacts with","LY86 (interacts with) CCR7","74","0"
"213","52","435","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) NKG7","0","0","9606.ENSP00000246657","9606.ENSP00000221978","false","interacts with","CCR7 (interacts with) NKG7","294","54"
"213","0","550","0","0","0","0","0","0","0","interacts with","CD52 (interacts with) CD27","0","0","9606.ENSP00000363330","9606.ENSP00000266557","false","interacts with","CD52 (interacts with) CD27","452","0"
"111","62","253","0","0","0","0","0","0","0","interacts with","PTPN22 (interacts with) CCR7","0","0","9606.ENSP00000352833","9606.ENSP00000246657","false","interacts with","PTPN22 (interacts with) CCR7","177","0"
"76","65","254","0","0","0","0","0","0","0","interacts with","CCL5 (interacts with) HLA-DPA1","0","0","9606.ENSP00000474412","9606.ENSP00000393566","false","interacts with","CCL5 (interacts with) HLA-DPA1","203","45"
"211","0","888","0","600","0","0","0","0","0","interacts with","CCR7 (interacts with) CCL4","0","0","9606.ENSP00000246657","9606.ENSP00000482259","false","interacts with","CCR7 (interacts with) CCL4","652","101"
"92","0","729","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) FCGR3A","0","0","9606.ENSP00000266557","9606.ENSP00000356946","false","interacts with","CD27 (interacts with) FCGR3A","709","59"
"214","67","251","0","0","0","0","0","0","0","interacts with","CCL4 (interacts with) HCLS1","0","0","9606.ENSP00000482259","9606.ENSP00000320176","false","interacts with","CCL4 (interacts with) HCLS1","61","0"
"213","0","263","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) CCL4","0","0","9606.ENSP00000393566","9606.ENSP00000482259","false","interacts with","HLA-DPA1 (interacts with) CCL4","103","0"
"330","66","372","0","0","0","0","0","0","0","interacts with","C1QA (interacts with) HLA-DPA1","0","0","9606.ENSP00000363773","9606.ENSP00000393566","false","interacts with","C1QA (interacts with) HLA-DPA1","66","53"
"88","130","318","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) PTPRC","0","0","9606.ENSP00000364016","9606.ENSP00000411355","false","interacts with","PSMB8 (interacts with) PTPRC","210","0"
"175","0","673","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) CCR5","0","0","9606.ENSP00000266557","9606.ENSP00000292303","false","interacts with","CD27 (interacts with) CCR5","618","48"
"280","0","280","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) CCR5","0","0","9606.ENSP00000320176","9606.ENSP00000292303","false","interacts with","HCLS1 (interacts with) CCR5","0","0"
"214","66","786","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) PTPRC","0","0","9606.ENSP00000246657","9606.ENSP00000411355","false","interacts with","CCR7 (interacts with) PTPRC","720","85"
"176","62","787","0","0","0","0","0","0","0","interacts with","TNF (interacts with) CCR7","0","0","9606.ENSP00000398698","9606.ENSP00000246657","false","interacts with","TNF (interacts with) CCR7","720","133"
