"coexpression","coexpression_transferred","combined_score","cooccurence","database","database_transferred","experiments","experiments_transferred","fusion","homology","interaction","name","neighborhood","neighborhood_transferred","protein1","protein2","selected","shared interaction","shared name","textmining","textmining_transferred"
"78","0","240","0","0","0","0","0","0","0","interacts with","CCR2 (interacts with) TNFAIP3","0","0","9606.ENSP00000292301","9606.ENSP00000481570","false","interacts with","CCR2 (interacts with) TNFAIP3","210","0"
"98","0","318","0","0","0","0","0","0","0","interacts with","IRF5 (interacts with) CCR7","0","0","9606.ENSP00000349770","9606.ENSP00000246657","false","interacts with","IRF5 (interacts with) CCR7","275","0"
"299","0","303","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) BTK","0","0","9606.ENSP00000393566","9606.ENSP00000483570","false","interacts with","HLA-DPA1 (interacts with) BTK","47","0"
"77","62","188","0","0","0","0","56","0","0","interacts with","PSMB8 (interacts with) CCR5","0","0","9606.ENSP00000364016","9606.ENSP00000292303","false","interacts with","PSMB8 (interacts with) CCR5","124","0"
"77","62","179","0","0","0","0","0","0","0","interacts with","PTPN22 (interacts with) PSMB8","0","0","9606.ENSP00000352833","9606.ENSP00000364016","false","interacts with","PTPN22 (interacts with) PSMB8","128","0"
"307","63","334","0","0","0","0","0","0","0","interacts with","CD74 (interacts with) HCLS1","0","0","9606.ENSP00000009530","9606.ENSP00000320176","false","interacts with","CD74 (interacts with) HCLS1","54","44"
"76","0","244","0","0","0","0","56","0","0","interacts with","GZMB (interacts with) PSMB8","0","0","9606.ENSP00000216341","9606.ENSP00000364016","false","interacts with","GZMB (interacts with) PSMB8","203","0"
"111","62","763","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) PTPRC","0","0","9606.ENSP00000266557","9606.ENSP00000411355","false","interacts with","CD27 (interacts with) PTPRC","739","0"
"330","62","344","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) NKG7","0","0","9606.ENSP00000320176","9606.ENSP00000221978","false","interacts with","HCLS1 (interacts with) NKG7","0","0"
"539","62","767","0","0","0","0","0","0","0","interacts with","CD2 (interacts with) CCR7","0","0","9606.ENSP00000358490","9606.ENSP00000246657","false","interacts with","CD2 (interacts with) CCR7","505","0"
"214","91","928","0","900","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) PTPRC","0","0","9606.ENSP00000393566","9606.ENSP00000411355","false","interacts with","HLA-DPA1 (interacts with) PTPRC","119","0"
"109","62","156","0","0","0","0","0","0","0","interacts with","TLR7 (interacts with) HLA-DPA1","0","0","9606.ENSP00000370034","9606.ENSP00000393566","false","interacts with","TLR7 (interacts with) HLA-DPA1","72","0"
"537","62","638","0","0","0","0","66","0","0","interacts with","HCLS1 (interacts with) BTK","0","0","9606.ENSP00000320176","9606.ENSP00000483570","false","interacts with","HCLS1 (interacts with) BTK","162","101"
"162","51","622","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) GZMA","0","0","9606.ENSP00000266557","9606.ENSP00000274306","false","interacts with","CD27 (interacts with) GZMA","563","0"
"212","52","663","0","0","0","270","0","0","0","interacts with","CD247 (interacts with) CCR7","0","0","9606.ENSP00000354782","9606.ENSP00000246657","false","interacts with","CD247 (interacts with) CCR7","455","0"
"175","64","830","0","600","0","213","0","0","0","interacts with","CD4 (interacts with) HLA-DPA1","0","0","9606.ENSP00000011653","9606.ENSP00000393566","false","interacts with","CD4 (interacts with) HLA-DPA1","386","81"
"76","0","803","0","0","0","0","0","0","0","interacts with","TNF (interacts with) CD27","0","0","9606.ENSP00000398698","9606.ENSP00000266557","false","interacts with","TNF (interacts with) CD27","770","146"
"163","62","622","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) GZMA","0","0","9606.ENSP00000246657","9606.ENSP00000274306","false","interacts with","CCR7 (interacts with) GZMA","558","0"
"88","62","208","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) CCR7","0","0","9606.ENSP00000364016","9606.ENSP00000246657","false","interacts with","PSMB8 (interacts with) CCR7","149","0"
"280","0","280","0","0","0","0","0","0","0","interacts with","CCR5 (interacts with) HCLS1","0","0","9606.ENSP00000292303","9606.ENSP00000320176","false","interacts with","CCR5 (interacts with) HCLS1","0","0"
"214","60","379","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) NKG7","0","0","9606.ENSP00000393566","9606.ENSP00000221978","false","interacts with","HLA-DPA1 (interacts with) NKG7","207","66"
"62","53","249","0","0","0","0","0","0","0","interacts with","FCGR3B (interacts with) TNFAIP3","0","0","9606.ENSP00000433642","9606.ENSP00000481570","false","interacts with","FCGR3B (interacts with) TNFAIP3","193","77"
"69","0","153","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) GZMA","0","0","9606.ENSP00000481570","9606.ENSP00000274306","false","interacts with","TNFAIP3 (interacts with) GZMA","108","62"
"76","62","243","0","0","0","0","56","0","0","interacts with","PSMB8 (interacts with) GZMA","0","0","9606.ENSP00000364016","9606.ENSP00000274306","false","interacts with","PSMB8 (interacts with) GZMA","184","0"
"88","0","157","0","0","0","0","76","0","0","interacts with","PSMB8 (interacts with) BTK","0","0","9606.ENSP00000364016","9606.ENSP00000483570","false","interacts with","PSMB8 (interacts with) BTK","81","0"
"123","0","417","0","0","0","0","71","0","0","interacts with","TNFAIP3 (interacts with) BTK","0","0","9606.ENSP00000481570","9606.ENSP00000483570","false","interacts with","TNFAIP3 (interacts with) BTK","343","0"
"213","0","263","0","0","0","0","0","0","0","interacts with","CCL4 (interacts with) HLA-DPA1","0","0","9606.ENSP00000482259","9606.ENSP00000393566","false","interacts with","CCL4 (interacts with) HLA-DPA1","103","0"
"307","62","360","0","0","0","0","0","0","0","interacts with","HLA-DRA (interacts with) HCLS1","0","0","9606.ENSP00000378786","9606.ENSP00000320176","false","interacts with","HLA-DRA (interacts with) HCLS1","95","0"
"63","53","269","0","0","0","0","0","0","0","interacts with","FCGR3A (interacts with) TNFAIP3","0","0","9606.ENSP00000356946","9606.ENSP00000481570","false","interacts with","FCGR3A (interacts with) TNFAIP3","213","77"
"171","62","189","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) GZMA","0","0","9606.ENSP00000320176","9606.ENSP00000274306","false","interacts with","HCLS1 (interacts with) GZMA","0","0"
"88","0","253","0","0","0","0","0","0","0","interacts with","PSMB9 (interacts with) CD27","0","0","9606.ENSP00000363993","9606.ENSP00000266557","false","interacts with","PSMB9 (interacts with) CD27","215","0"
"158","63","326","0","0","0","0","0","0","0","interacts with","SLAMF7 (interacts with) CCR7","0","0","9606.ENSP00000357022","9606.ENSP00000246657","false","interacts with","SLAMF7 (interacts with) CCR7","215","0"
"140","0","334","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) GZMA","0","0","9606.ENSP00000393566","9606.ENSP00000274306","false","interacts with","HLA-DPA1 (interacts with) GZMA","258","0"
"109","0","591","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) FCGR2B","0","0","9606.ENSP00000266557","9606.ENSP00000351497","false","interacts with","CD27 (interacts with) FCGR2B","560","0"
"98","0","489","0","0","0","0","0","0","0","interacts with","BTK (interacts with) CD27","0","0","9606.ENSP00000483570","9606.ENSP00000266557","false","interacts with","BTK (interacts with) CD27","457","0"
"355","62","379","0","0","0","0","0","0","0","interacts with","SPI1 (interacts with) HLA-DPA1","0","0","9606.ENSP00000227163","9606.ENSP00000393566","false","interacts with","SPI1 (interacts with) HLA-DPA1","57","0"
"129","0","877","0","600","0","0","0","0","0","interacts with","CCR7 (interacts with) CCL3","0","0","9606.ENSP00000246657","9606.ENSP00000477908","false","interacts with","CCR7 (interacts with) CCL3","654","101"
"129","84","168","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) TLR7","0","0","9606.ENSP00000320176","9606.ENSP00000370034","false","interacts with","HCLS1 (interacts with) TLR7","0","0"
"65","62","450","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) CCL3","0","0","9606.ENSP00000266557","9606.ENSP00000477908","false","interacts with","CD27 (interacts with) CCL3","415","55"
"175","89","216","0","0","0","0","0","0","0","interacts with","ITGAX (interacts with) HCLS1","0","0","9606.ENSP00000454623","9606.ENSP00000320176","false","interacts with","ITGAX (interacts with) HCLS1","0","0"
"111","0","156","0","0","0","0","0","0","0","interacts with","SELL (interacts with) TNFAIP3","0","0","9606.ENSP00000236147","9606.ENSP00000481570","false","interacts with","SELL (interacts with) TNFAIP3","90","0"
"164","66","892","0","600","0","0","0","0","0","interacts with","CCR7 (interacts with) CCL5","0","0","9606.ENSP00000246657","9606.ENSP00000474412","false","interacts with","CCR7 (interacts with) CCL5","681","90"
"166","122","469","0","0","0","0","0","0","0","interacts with","CD3D (interacts with) CCR7","0","0","9606.ENSP00000300692","9606.ENSP00000246657","false","interacts with","CD3D (interacts with) CCR7","334","0"
"98","79","454","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) HLA-DPA1","0","0","9606.ENSP00000364016","9606.ENSP00000393566","false","interacts with","PSMB8 (interacts with) HLA-DPA1","325","142"
"97","0","581","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) TLR7","0","0","9606.ENSP00000246657","9606.ENSP00000370034","false","interacts with","CCR7 (interacts with) TLR7","556","0"
"111","0","409","0","0","0","0","0","0","0","interacts with","B2M (interacts with) CCR7","0","0","9606.ENSP00000452780","9606.ENSP00000246657","false","interacts with","B2M (interacts with) CCR7","358","48"
"70","63","256","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) FCGR2B","0","0","9606.ENSP00000364016","9606.ENSP00000351497","false","interacts with","PSMB8 (interacts with) FCGR2B","109","155"
"210","64","273","0","0","0","0","0","0","0","interacts with","CCL3 (interacts with) HCLS1","0","0","9606.ENSP00000477908","9606.ENSP00000320176","false","interacts with","CCL3 (interacts with) HCLS1","97","0"
"126","122","199","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) CCL5","0","0","9606.ENSP00000320176","9606.ENSP00000474412","false","interacts with","HCLS1 (interacts with) CCL5","0","0"
"109","62","156","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) TLR7","0","0","9606.ENSP00000393566","9606.ENSP00000370034","false","interacts with","HLA-DPA1 (interacts with) TLR7","72","0"
"135","126","211","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) HCLS1","0","0","9606.ENSP00000364016","9606.ENSP00000320176","false","interacts with","PSMB8 (interacts with) HCLS1","0","0"
"140","64","408","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) CCL3","0","0","9606.ENSP00000481570","9606.ENSP00000477908","false","interacts with","TNFAIP3 (interacts with) CCL3","324","0"
"65","62","447","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) TLR7","0","0","9606.ENSP00000481570","9606.ENSP00000370034","false","interacts with","TNFAIP3 (interacts with) TLR7","421","0"
"153","0","152","0","0","0","0","0","0","0","interacts with","WDFY4 (interacts with) CD27","0","0","9606.ENSP00000320563","9606.ENSP00000266557","false","interacts with","WDFY4 (interacts with) CD27","0","0"
"89","63","416","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) CCL5","0","0","9606.ENSP00000481570","9606.ENSP00000474412","false","interacts with","TNFAIP3 (interacts with) CCL5","371","0"
"141","79","175","0","0","0","0","0","0","0","interacts with","SLAMF7 (interacts with) HCLS1","0","0","9606.ENSP00000357022","9606.ENSP00000320176","false","interacts with","SLAMF7 (interacts with) HCLS1","0","0"
"110","0","216","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) PSMB8","0","0","9606.ENSP00000481570","9606.ENSP00000364016","false","interacts with","TNFAIP3 (interacts with) PSMB8","113","87"
"210","64","273","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) CCL3","0","0","9606.ENSP00000320176","9606.ENSP00000477908","false","interacts with","HCLS1 (interacts with) CCL3","97","0"
"88","0","279","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) FCGR2B","0","0","9606.ENSP00000481570","9606.ENSP00000351497","false","interacts with","TNFAIP3 (interacts with) FCGR2B","229","58"
"71","62","179","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) CCL3","0","0","9606.ENSP00000364016","9606.ENSP00000477908","false","interacts with","PSMB8 (interacts with) CCL3","134","0"
"100","0","548","0","0","0","0","0","0","0","interacts with","TLR2 (interacts with) CCR7","0","0","9606.ENSP00000260010","9606.ENSP00000246657","false","interacts with","TLR2 (interacts with) CCR7","518","43"
"58","130","491","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) HLA-DQB1","0","0","9606.ENSP00000364016","9606.ENSP00000364080","false","interacts with","PSMB8 (interacts with) HLA-DQB1","325","189"
"275","62","312","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) FCGR2B","0","0","9606.ENSP00000393566","9606.ENSP00000351497","false","interacts with","HLA-DPA1 (interacts with) FCGR2B","70","0"
"88","0","166","0","0","0","0","123","0","0","interacts with","WDFY4 (interacts with) PSMB8","0","0","9606.ENSP00000320563","9606.ENSP00000364016","false","interacts with","WDFY4 (interacts with) PSMB8","0","42"
"76","65","254","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) CCL5","0","0","9606.ENSP00000393566","9606.ENSP00000474412","false","interacts with","HLA-DPA1 (interacts with) CCL5","203","45"
"140","0","154","0","0","0","0","0","0","0","interacts with","LCP2 (interacts with) TNFAIP3","0","0","9606.ENSP00000046794","9606.ENSP00000481570","false","interacts with","LCP2 (interacts with) TNFAIP3","57","0"
"152","0","411","0","0","0","0","0","0","0","interacts with","TLR1 (interacts with) TNFAIP3","0","0","9606.ENSP00000354932","9606.ENSP00000481570","false","interacts with","TLR1 (interacts with) TNFAIP3","335","0"
"351","0","359","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) WDFY4","0","0","9606.ENSP00000393566","9606.ENSP00000320563","false","interacts with","HLA-DPA1 (interacts with) WDFY4","0","53"
"189","62","221","0","0","0","0","0","0","0","interacts with","SASH3 (interacts with) CD27","0","0","9606.ENSP00000349359","9606.ENSP00000266557","false","interacts with","SASH3 (interacts with) CD27","0","59"
"65","49","494","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) TLR7","0","0","9606.ENSP00000266557","9606.ENSP00000370034","false","interacts with","CD27 (interacts with) TLR7","468","58"
"299","143","913","0","720","0","0","345","0","653","interacts with","HLA-DQB1 (interacts with) HLA-DPA1","0","0","9606.ENSP00000364080","9606.ENSP00000393566","false","interacts with","HLA-DQB1 (interacts with) HLA-DPA1","840","302"
"166","55","232","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) CCL3","0","0","9606.ENSP00000393566","9606.ENSP00000477908","false","interacts with","HLA-DPA1 (interacts with) CCL3","104","0"
"530","62","845","0","0","0","0","0","0","0","interacts with","CD2 (interacts with) CD27","0","0","9606.ENSP00000358490","9606.ENSP00000266557","false","interacts with","CD2 (interacts with) CD27","677","0"
"0","63","189","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) TLR7","0","0","9606.ENSP00000364016","9606.ENSP00000370034","false","interacts with","PSMB8 (interacts with) TLR7","170","0"
"280","65","303","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) FCGR2B","0","0","9606.ENSP00000320176","9606.ENSP00000351497","false","interacts with","HCLS1 (interacts with) FCGR2B","48","0"
"299","143","913","0","720","0","0","345","0","653","interacts with","HLA-DPA1 (interacts with) HLA-DQB1","0","0","9606.ENSP00000393566","9606.ENSP00000364080","false","interacts with","HLA-DPA1 (interacts with) HLA-DQB1","840","302"
"88","62","258","0","0","0","0","0","0","0","interacts with","ITGAM (interacts with) PSMB8","0","0","9606.ENSP00000441691","9606.ENSP00000364016","false","interacts with","ITGAM (interacts with) PSMB8","203","0"
"111","89","155","0","0","0","0","0","0","0","interacts with","HLA-DQB1 (interacts with) HCLS1","0","0","9606.ENSP00000364080","9606.ENSP00000320176","false","interacts with","HLA-DQB1 (interacts with) HCLS1","0","0"
"277","0","331","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) WDFY4","0","0","9606.ENSP00000246657","9606.ENSP00000320563","false","interacts with","CCR7 (interacts with) WDFY4","96","60"
"194","918","999","362","800","0","933","707","0","764","interacts with","PSMB8 (interacts with) PSMB9","0","0","9606.ENSP00000364016","9606.ENSP00000363993","false","interacts with","PSMB8 (interacts with) PSMB9","987","409"
"349","62","593","0","0","0","0","0","0","0","interacts with","CD86 (interacts with) HLA-DPA1","0","0","9606.ENSP00000332049","9606.ENSP00000393566","false","interacts with","CD86 (interacts with) HLA-DPA1","388","0"
"158","0","587","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) FCGR2B","0","0","9606.ENSP00000246657","9606.ENSP00000351497","false","interacts with","CCR7 (interacts with) FCGR2B","518","66"
"69","0","173","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) HLA-DQB1","0","0","9606.ENSP00000266557","9606.ENSP00000364080","false","interacts with","CD27 (interacts with) HLA-DQB1","84","109"
"98","82","479","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) PSMB9","0","0","9606.ENSP00000393566","9606.ENSP00000363993","false","interacts with","HLA-DPA1 (interacts with) PSMB9","391","90"
"141","62","212","0","0","0","0","0","0","0","interacts with","LTB (interacts with) HLA-DPA1","0","0","9606.ENSP00000410481","9606.ENSP00000393566","false","interacts with","LTB (interacts with) HLA-DPA1","0","101"
"60","145","337","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) CCL5","0","0","9606.ENSP00000364016","9606.ENSP00000474412","false","interacts with","PSMB8 (interacts with) CCL5","242","0"
"98","62","295","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) PSMB9","0","0","9606.ENSP00000246657","9606.ENSP00000363993","false","interacts with","CCR7 (interacts with) PSMB9","234","0"
"87","62","271","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) PSMB9","0","0","9606.ENSP00000481570","9606.ENSP00000363993","false","interacts with","TNFAIP3 (interacts with) PSMB9","218","0"
"155","51","468","0","0","0","0","0","0","0","interacts with","NKG7 (interacts with) CD27","0","0","9606.ENSP00000221978","9606.ENSP00000266557","false","interacts with","NKG7 (interacts with) CD27","391","0"
"100","0","483","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) CCL5","0","0","9606.ENSP00000266557","9606.ENSP00000474412","false","interacts with","CD27 (interacts with) CCL5","450","0"
"338","62","477","0","0","0","0","212","0","0","interacts with","HCLS1 (interacts with) WDFY4","0","0","9606.ENSP00000320176","9606.ENSP00000320563","false","interacts with","HCLS1 (interacts with) WDFY4","0","58"
"141","107","203","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) CD27","0","0","9606.ENSP00000320176","9606.ENSP00000266557","false","interacts with","HCLS1 (interacts with) CD27","45","0"
"98","67","350","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) HLA-DQB1","0","0","9606.ENSP00000246657","9606.ENSP00000364080","false","interacts with","CCR7 (interacts with) HLA-DQB1","94","249"
"0","63","235","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) ITGAX","0","0","9606.ENSP00000364016","9606.ENSP00000454623","false","interacts with","PSMB8 (interacts with) ITGAX","218","0"
"544","65","598","0","0","0","0","0","0","0","interacts with","FYB (interacts with) HCLS1","0","0","9606.ENSP00000427114","9606.ENSP00000320176","false","interacts with","FYB (interacts with) HCLS1","134","0"
"345","161","426","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) LAPTM5","0","0","9606.ENSP00000393566","9606.ENSP00000294507","false","interacts with","HLA-DPA1 (interacts with) LAPTM5","0","0"
"0","0","276","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) HLA-DQB1","0","0","9606.ENSP00000481570","9606.ENSP00000364080","false","interacts with","TNFAIP3 (interacts with) HLA-DQB1","276","0"
"110","0","812","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) ITGAX","0","0","9606.ENSP00000246657","9606.ENSP00000454623","false","interacts with","CCR7 (interacts with) ITGAX","758","198"
"133","87","232","0","0","0","0","0","0","0","interacts with","FCGR3B (interacts with) HLA-DPA1","0","0","9606.ENSP00000433642","9606.ENSP00000393566","false","interacts with","FCGR3B (interacts with) HLA-DPA1","107","42"
"152","66","174","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) LAPTM5","0","0","9606.ENSP00000364016","9606.ENSP00000294507","false","interacts with","PSMB8 (interacts with) LAPTM5","0","0"
"65","62","298","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) ITGAX","0","0","9606.ENSP00000481570","9606.ENSP00000454623","false","interacts with","TNFAIP3 (interacts with) ITGAX","264","0"
"100","0","681","0","0","0","0","0","0","0","interacts with","ITGAX (interacts with) CD27","0","0","9606.ENSP00000454623","9606.ENSP00000266557","false","interacts with","ITGAX (interacts with) CD27","654","58"
"214","63","563","0","0","0","0","0","0","0","interacts with","IL2RG (interacts with) CCR7","0","0","9606.ENSP00000363318","9606.ENSP00000246657","false","interacts with","IL2RG (interacts with) CCR7","455","41"
"88","66","197","0","0","0","0","0","0","0","interacts with","IL10RA (interacts with) PSMB8","0","0","9606.ENSP00000227752","9606.ENSP00000364016","false","interacts with","IL10RA (interacts with) PSMB8","134","0"
"88","0","253","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) PSMB9","0","0","9606.ENSP00000266557","9606.ENSP00000363993","false","interacts with","CD27 (interacts with) PSMB9","215","0"
"88","0","166","0","0","0","0","123","0","0","interacts with","PSMB8 (interacts with) WDFY4","0","0","9606.ENSP00000364016","9606.ENSP00000320563","false","interacts with","PSMB8 (interacts with) WDFY4","0","42"
"214","0","214","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) LAPTM5","0","0","9606.ENSP00000246657","9606.ENSP00000294507","false","interacts with","CCR7 (interacts with) LAPTM5","0","0"
"780","68","821","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) LAPTM5","0","0","9606.ENSP00000320176","9606.ENSP00000294507","false","interacts with","HCLS1 (interacts with) LAPTM5","141","107"
"111","89","155","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) HLA-DQB1","0","0","9606.ENSP00000320176","9606.ENSP00000364080","false","interacts with","HCLS1 (interacts with) HLA-DQB1","0","0"
"140","0","366","0","0","0","0","0","0","0","interacts with","TYROBP (interacts with) CD27","0","0","9606.ENSP00000262629","9606.ENSP00000266557","false","interacts with","TYROBP (interacts with) CD27","294","0"
"153","0","152","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) WDFY4","0","0","9606.ENSP00000266557","9606.ENSP00000320563","false","interacts with","CD27 (interacts with) WDFY4","0","0"
"173","0","391","0","0","0","276","0","0","0","interacts with","TNFAIP3 (interacts with) LAPTM5","0","0","9606.ENSP00000481570","9606.ENSP00000294507","false","interacts with","TNFAIP3 (interacts with) LAPTM5","66","0"
"65","82","199","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) FCER1G","0","0","9606.ENSP00000364016","9606.ENSP00000289902","false","interacts with","PSMB8 (interacts with) FCER1G","142","0"
"161","64","330","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) FCER1G","0","0","9606.ENSP00000393566","9606.ENSP00000289902","false","interacts with","HLA-DPA1 (interacts with) FCER1G","216","0"
"110","0","390","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) WDFY4","0","0","9606.ENSP00000481570","9606.ENSP00000320563","false","interacts with","TNFAIP3 (interacts with) WDFY4","342","43"
"123","90","173","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) PSMB9","0","0","9606.ENSP00000320176","9606.ENSP00000363993","false","interacts with","HCLS1 (interacts with) PSMB9","0","48"
"175","89","216","0","0","0","0","0","0","0","interacts with","HCLS1 (interacts with) ITGAX","0","0","9606.ENSP00000320176","9606.ENSP00000454623","false","interacts with","HCLS1 (interacts with) ITGAX","0","0"
"100","0","681","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) ITGAX","0","0","9606.ENSP00000266557","9606.ENSP00000454623","false","interacts with","CD27 (interacts with) ITGAX","654","58"
"214","0","318","0","0","0","0","0","0","0","interacts with","CCR1 (interacts with) HLA-DPA1","0","0","9606.ENSP00000296140","9606.ENSP00000393566","false","interacts with","CCR1 (interacts with) HLA-DPA1","167","43"
"161","0","180","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) LAPTM5","0","0","9606.ENSP00000266557","9606.ENSP00000294507","false","interacts with","CD27 (interacts with) LAPTM5","63","0"
"140","53","213","0","0","0","0","0","0","0","interacts with","TLR2 (interacts with) HLA-DPA1","0","0","9606.ENSP00000260010","9606.ENSP00000393566","false","interacts with","TLR2 (interacts with) HLA-DPA1","99","55"
"89","0","224","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) FCER1G","0","0","9606.ENSP00000246657","9606.ENSP00000289902","false","interacts with","CCR7 (interacts with) FCER1G","167","60"
"139","54","198","0","0","0","0","0","0","0","interacts with","HLA-DPA1 (interacts with) ITGAX","0","0","9606.ENSP00000393566","9606.ENSP00000454623","false","interacts with","HLA-DPA1 (interacts with) ITGAX","95","0"
"78","0","250","0","0","0","0","0","0","0","interacts with","CD27 (interacts with) FCER1G","0","0","9606.ENSP00000266557","9606.ENSP00000289902","false","interacts with","CD27 (interacts with) FCER1G","219","43"
"158","0","587","0","0","0","0","0","0","0","interacts with","FCGR2B (interacts with) CCR7","0","0","9606.ENSP00000351497","9606.ENSP00000246657","false","interacts with","FCGR2B (interacts with) CCR7","518","66"
"214","91","928","0","900","0","0","0","0","0","interacts with","PTPRC (interacts with) HLA-DPA1","0","0","9606.ENSP00000411355","9606.ENSP00000393566","false","interacts with","PTPRC (interacts with) HLA-DPA1","119","0"
"76","0","152","0","0","0","0","0","0","0","interacts with","TNFAIP3 (interacts with) PRF1","0","0","9606.ENSP00000481570","9606.ENSP00000398568","false","interacts with","TNFAIP3 (interacts with) PRF1","120","0"
"70","63","256","0","0","0","0","0","0","0","interacts with","FCGR2B (interacts with) PSMB8","0","0","9606.ENSP00000351497","9606.ENSP00000364016","false","interacts with","FCGR2B (interacts with) PSMB8","109","155"
"214","105","526","0","0","0","0","0","0","0","interacts with","LTB (interacts with) CCR7","0","0","9606.ENSP00000410481","9606.ENSP00000246657","false","interacts with","LTB (interacts with) CCR7","325","120"
"162","0","739","0","0","0","0","0","0","0","interacts with","CCR7 (interacts with) PRF1","0","0","9606.ENSP00000246657","9606.ENSP00000398568","false","interacts with","CCR7 (interacts with) PRF1","700","48"
"332","62","738","0","600","0","0","0","0","0","interacts with","LCP2 (interacts with) HLA-DPA1","0","0","9606.ENSP00000046794","9606.ENSP00000393566","false","interacts with","LCP2 (interacts with) HLA-DPA1","81","41"
"65","52","187","0","0","0","0","0","0","0","interacts with","C1QA (interacts with) CCR7","0","0","9606.ENSP00000363773","9606.ENSP00000246657","false","interacts with","C1QA (interacts with) CCR7","125","76"
"72","0","256","0","0","0","0","0","0","0","interacts with","PSMB8 (interacts with) PRF1","0","0","9606.ENSP00000364016","9606.ENSP00000398568","false","interacts with","PSMB8 (interacts with) PRF1","232","0"
"110","0","448","0","0","0","0","0","0","0","interacts with","HLA-E (interacts with) CD27","0","0","9606.ENSP00000365817","9606.ENSP00000266557","false","interacts with","HLA-E (interacts with) CD27","406","0"
"153","0","449","0","0","0","0","0","0","0","interacts with","TLR1 (interacts with) CCR7","0","0","9606.ENSP00000354932","9606.ENSP00000246657","false","interacts with","TLR1 (interacts with) CCR7","341","93"
"255","107","927","0","900","0","0","0","0","0","interacts with","HCLS1 (interacts with) FCER1G","0","0","9606.ENSP00000320176","9606.ENSP00000289902","false","interacts with","HCLS1 (interacts with) FCER1G","0","0"
