"coexpression","coexpression_transferred","combined_score","cooccurence","database","database_transferred","experiments","experiments_transferred","fusion","homology","interaction","name","neighborhood","neighborhood_transferred","protein1","protein2","selected","shared interaction","shared name","textmining","textmining_transferred"
"0","89","374","0","0","0","0","247","0","0","interacts with","NDUFA7 (interacts with) TIMM9","0","0","9606.ENSP00000301457","9606.ENSP00000378588","false","interacts with","NDUFA7 (interacts with) TIMM9","161","0"
"130","63","799","0","600","0","0","0","0","0","interacts with","NDUFV2 (interacts with) NDUFAF2","0","0","9606.ENSP00000327268","9606.ENSP00000296597","false","interacts with","NDUFV2 (interacts with) NDUFAF2","457","0"
"69","86","321","0","0","0","94","0","0","0","interacts with","MRPL11 (interacts with) NDUFA12","0","0","9606.ENSP00000308897","9606.ENSP00000330737","false","interacts with","MRPL11 (interacts with) NDUFA12","73","197"
"223","63","422","0","0","0","0","0","0","0","interacts with","STOML2 (interacts with) NDUFV2","0","0","9606.ENSP00000348886","9606.ENSP00000327268","false","interacts with","STOML2 (interacts with) NDUFV2","138","189"
"65","123","350","0","0","0","271","0","0","0","interacts with","NDUFA7 (interacts with) PIN4","0","0","9606.ENSP00000301457","9606.ENSP00000362773","false","interacts with","NDUFA7 (interacts with) PIN4","0","0"
"145","0","992","0","900","0","800","369","0","0","interacts with","MT-ND2 (interacts with) NDUFA12","0","0","9606.ENSP00000355046","9606.ENSP00000330737","false","interacts with","MT-ND2 (interacts with) NDUFA12","324","124"
"0","166","434","0","0","0","0","346","0","0","interacts with","APOBEC3D (interacts with) NDUFV2","0","0","9606.ENSP00000216099","9606.ENSP00000327268","false","interacts with","APOBEC3D (interacts with) NDUFV2","0","47"
"0","0","677","0","600","0","0","0","0","0","interacts with","TIMMDC1 (interacts with) NDUFA7","0","0","9606.ENSP00000418803","9606.ENSP00000301457","false","interacts with","TIMMDC1 (interacts with) NDUFA7","181","94"
"0","277","277","0","0","0","0","0","0","0","interacts with","SMDT1 (interacts with) NDUFA7","0","0","9606.ENSP00000327467","9606.ENSP00000301457","false","interacts with","SMDT1 (interacts with) NDUFA7","0","0"
"0","812","960","0","0","0","0","788","0","0","interacts with","ENSG00000267740 (interacts with) NDUFA7","0","0","9606.ENSP00000466639","9606.ENSP00000301457","false","interacts with","ENSG00000267740 (interacts with) NDUFA7","0","83"
"76","202","231","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) PIN4","0","0","9606.ENSP00000330737","9606.ENSP00000362773","false","interacts with","NDUFA12 (interacts with) PIN4","0","0"
"305","184","783","0","0","0","0","368","0","0","interacts with","DLST (interacts with) NDUFV2","0","0","9606.ENSP00000335304","9606.ENSP00000327268","false","interacts with","DLST (interacts with) NDUFV2","0","468"
"53","450","971","0","900","0","0","0","0","0","interacts with","NDUFAF1 (interacts with) NDUFV2","0","0","9606.ENSP00000260361","9606.ENSP00000327268","false","interacts with","NDUFAF1 (interacts with) NDUFV2","517","53"
"104","0","196","0","0","0","0","0","0","0","interacts with","CBR4 (interacts with) NDUFA7","0","0","9606.ENSP00000303525","9606.ENSP00000301457","false","interacts with","CBR4 (interacts with) NDUFA7","86","98"
"233","0","232","0","0","0","0","0","0","0","interacts with","TMEM14C (interacts with) NDUFV2","0","0","9606.ENSP00000444561","9606.ENSP00000327268","false","interacts with","TMEM14C (interacts with) NDUFV2","0","0"
"76","168","249","0","0","0","0","0","0","0","interacts with","PET100 (interacts with) NDUFA12","0","0","9606.ENSP00000470539","9606.ENSP00000330737","false","interacts with","PET100 (interacts with) NDUFA12","95","48"
"0","235","385","0","0","0","0","79","0","0","interacts with","NDUFA12 (interacts with) NDUFA4L2","0","0","9606.ENSP00000330737","9606.ENSP00000377411","false","interacts with","NDUFA12 (interacts with) NDUFA4L2","181","61"
"64","164","184","0","0","0","0","0","0","0","interacts with","TIMM8A (interacts with) NDUFA12","0","0","9606.ENSP00000361993","9606.ENSP00000330737","false","interacts with","TIMM8A (interacts with) NDUFA12","0","0"
"0","818","912","0","0","0","0","530","0","0","interacts with","ENSG00000267740 (interacts with) NDUFV2","0","0","9606.ENSP00000466639","9606.ENSP00000327268","false","interacts with","ENSG00000267740 (interacts with) NDUFV2","0","60"
"0","103","386","0","0","0","0","212","0","0","interacts with","NDUFV2 (interacts with) NDUFA4L2","0","0","9606.ENSP00000327268","9606.ENSP00000377411","false","interacts with","NDUFV2 (interacts with) NDUFA4L2","105","144"
"0","122","456","0","0","0","0","212","0","0","interacts with","NDUFA7 (interacts with) NDUFA4L2","0","0","9606.ENSP00000301457","9606.ENSP00000377411","false","interacts with","NDUFA7 (interacts with) NDUFA4L2","150","185"
"91","63","428","0","0","0","0","369","0","0","interacts with","DGUOK (interacts with) NDUFA7","0","0","9606.ENSP00000264093","9606.ENSP00000301457","false","interacts with","DGUOK (interacts with) NDUFA7","0","62"
"156","184","281","0","0","0","0","0","0","0","interacts with","MRPS24 (interacts with) NDUFV2","0","0","9606.ENSP00000318158","9606.ENSP00000327268","false","interacts with","MRPS24 (interacts with) NDUFV2","0","0"
"0","64","309","0","0","0","0","0","0","0","interacts with","NDUFAF6 (interacts with) NDUFV2","0","0","9606.ENSP00000379430","9606.ENSP00000327268","false","interacts with","NDUFAF6 (interacts with) NDUFV2","293","0"
"69","62","160","0","0","0","0","0","0","0","interacts with","SUCLA2 (interacts with) NDUFA7","0","0","9606.ENSP00000367923","9606.ENSP00000301457","false","interacts with","SUCLA2 (interacts with) NDUFA7","73","85"
"79","122","189","0","0","0","0","0","0","0","interacts with","PRDX5 (interacts with) NDUFA7","0","0","9606.ENSP00000265462","9606.ENSP00000301457","false","interacts with","PRDX5 (interacts with) NDUFA7","0","78"
"65","233","755","0","0","0","0","368","0","0","interacts with","NDUFA7 (interacts with) TIMM10","0","0","9606.ENSP00000301457","9606.ENSP00000257245","false","interacts with","NDUFA7 (interacts with) TIMM10","155","460"
"78","246","275","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) TIMM10","0","0","9606.ENSP00000327268","9606.ENSP00000257245","false","interacts with","NDUFV2 (interacts with) TIMM10","0","0"
"0","0","677","0","600","0","0","0","0","0","interacts with","NDUFA7 (interacts with) TIMMDC1","0","0","9606.ENSP00000301457","9606.ENSP00000418803","false","interacts with","NDUFA7 (interacts with) TIMMDC1","181","94"
"78","246","275","0","0","0","0","0","0","0","interacts with","TIMM10 (interacts with) NDUFV2","0","0","9606.ENSP00000257245","9606.ENSP00000327268","false","interacts with","TIMM10 (interacts with) NDUFV2","0","0"
"0","62","263","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) TIMMDC1","0","0","9606.ENSP00000327268","9606.ENSP00000418803","false","interacts with","NDUFV2 (interacts with) TIMMDC1","161","139"
"0","63","356","0","0","0","0","173","0","0","interacts with","TXNRD2 (interacts with) NDUFA7","0","0","9606.ENSP00000383365","9606.ENSP00000301457","false","interacts with","TXNRD2 (interacts with) NDUFA7","150","139"
"214","87","445","0","0","0","0","0","0","0","interacts with","PSMA3 (interacts with) NDUFV2","0","0","9606.ENSP00000216455","9606.ENSP00000327268","false","interacts with","PSMA3 (interacts with) NDUFV2","161","187"
"0","398","479","0","0","0","0","0","0","0","interacts with","COX7B2 (interacts with) NDUFV2","0","0","9606.ENSP00000379784","9606.ENSP00000327268","false","interacts with","COX7B2 (interacts with) NDUFV2","166","47"
"149","563","818","0","0","0","129","345","0","0","interacts with","PDHB (interacts with) NDUFV2","0","0","9606.ENSP00000307241","9606.ENSP00000327268","false","interacts with","PDHB (interacts with) NDUFV2","219","112"
"183","191","310","0","0","0","0","0","0","0","interacts with","MRPS28 (interacts with) NDUFV2","0","0","9606.ENSP00000276585","9606.ENSP00000327268","false","interacts with","MRPS28 (interacts with) NDUFV2","0","0"
"152","182","276","0","0","0","0","0","0","0","interacts with","PDCD5 (interacts with) NDUFA12","0","0","9606.ENSP00000466214","9606.ENSP00000330737","false","interacts with","PDCD5 (interacts with) NDUFA12","0","0"
"53","151","473","0","0","0","0","368","0","0","interacts with","NDUFV2 (interacts with) SUCLA2","0","44","9606.ENSP00000327268","9606.ENSP00000367923","false","interacts with","NDUFV2 (interacts with) SUCLA2","49","75"
"69","62","160","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) SUCLA2","0","0","9606.ENSP00000301457","9606.ENSP00000367923","false","interacts with","NDUFA7 (interacts with) SUCLA2","73","85"
"0","63","373","242","0","0","0","0","0","0","interacts with","ATPAF2 (interacts with) NDUFA12","0","0","9606.ENSP00000417190","9606.ENSP00000330737","false","interacts with","ATPAF2 (interacts with) NDUFA12","145","90"
"116","65","180","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) MECR","0","0","9606.ENSP00000301457","9606.ENSP00000263702","false","interacts with","NDUFA7 (interacts with) MECR","66","64"
"65","49","938","0","0","0","913","0","0","0","interacts with","NDUFA12 (interacts with) TIMMDC1","0","0","9606.ENSP00000330737","9606.ENSP00000418803","false","interacts with","NDUFA12 (interacts with) TIMMDC1","218","138"
"89","112","444","0","0","0","0","337","0","0","interacts with","NDUFA12 (interacts with) SUCLA2","0","0","9606.ENSP00000330737","9606.ENSP00000367923","false","interacts with","NDUFA12 (interacts with) SUCLA2","70","58"
"0","0","230","0","0","0","0","209","0","0","interacts with","FKBP3 (interacts with) PIK3CA","0","0","9606.ENSP00000216330","9606.ENSP00000263967","false","interacts with","FKBP3 (interacts with) PIK3CA","0","67"
"155","160","259","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) POMP","0","0","9606.ENSP00000327268","9606.ENSP00000370222","false","interacts with","NDUFV2 (interacts with) POMP","0","0"
"62","0","775","0","600","0","0","0","0","0","interacts with","NDUFAF7 (interacts with) NDUFA7","0","0","9606.ENSP00000002125","9606.ENSP00000301457","false","interacts with","NDUFAF7 (interacts with) NDUFA7","335","207"
"144","62","162","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) NME3","0","0","9606.ENSP00000330737","9606.ENSP00000219302","false","interacts with","NDUFA12 (interacts with) NME3","0","0"
"0","0","233","0","0","0","0","0","0","0","interacts with","APOBEC3A (interacts with) PIK3CA","0","0","9606.ENSP00000384359","9606.ENSP00000263967","false","interacts with","APOBEC3A (interacts with) PIK3CA","233","42"
"159","83","195","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) NME3","0","0","9606.ENSP00000327268","9606.ENSP00000219302","false","interacts with","NDUFV2 (interacts with) NME3","0","0"
"83","0","994","0","900","0","800","663","0","0","interacts with","MT-ND2 (interacts with) NDUFA7","0","0","9606.ENSP00000355046","9606.ENSP00000301457","false","interacts with","MT-ND2 (interacts with) NDUFA7","253","0"
"0","0","235","0","0","0","0","0","0","0","interacts with","TCEB1 (interacts with) PIK3CA","0","0","9606.ENSP00000478121","9606.ENSP00000263967","false","interacts with","TCEB1 (interacts with) PIK3CA","149","138"
"85","110","150","0","0","0","0","0","0","0","interacts with","ISCU (interacts with) NDUFA12","0","0","9606.ENSP00000310623","9606.ENSP00000330737","false","interacts with","ISCU (interacts with) NDUFA12","0","0"
"0","64","679","0","600","0","0","0","0","0","interacts with","NDUFA7 (interacts with) NDUFAF4","0","0","9606.ENSP00000301457","9606.ENSP00000358272","false","interacts with","NDUFA7 (interacts with) NDUFAF4","154","107"
"96","145","217","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) UQCC2","0","0","9606.ENSP00000327268","9606.ENSP00000476140","false","interacts with","NDUFV2 (interacts with) UQCC2","69","0"
"62","66","535","0","0","0","0","335","0","0","interacts with","DLAT (interacts with) NDUFA12","0","0","9606.ENSP00000280346","9606.ENSP00000330737","false","interacts with","DLAT (interacts with) NDUFA12","260","88"
"0","153","471","0","0","0","0","388","0","0","interacts with","APOBEC3A (interacts with) NDUFA7","0","0","9606.ENSP00000384359","9606.ENSP00000301457","false","interacts with","APOBEC3A (interacts with) NDUFA7","0","63"
"65","111","723","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) NDUFAF4","0","0","9606.ENSP00000330737","9606.ENSP00000358272","false","interacts with","NDUFA12 (interacts with) NDUFAF4","467","450"
"307","0","338","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) MECR","0","0","9606.ENSP00000330737","9606.ENSP00000263702","false","interacts with","NDUFA12 (interacts with) MECR","0","85"
"89","110","203","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) UQCC2","0","0","9606.ENSP00000330737","9606.ENSP00000476140","false","interacts with","NDUFA12 (interacts with) UQCC2","96","0"
"184","652","999","0","900","0","818","895","0","0","interacts with","NDUFA5 (interacts with) NDUFA7","0","0","9606.ENSP00000417142","9606.ENSP00000301457","false","interacts with","NDUFA5 (interacts with) NDUFA7","557","243"
"0","58","207","0","0","0","0","0","0","0","interacts with","LYZ (interacts with) NFKB1","0","0","9606.ENSP00000261267","9606.ENSP00000226574","false","interacts with","LYZ (interacts with) NFKB1","134","107"
"0","184","183","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) RPL13A","0","0","9606.ENSP00000330737","9606.ENSP00000375730","false","interacts with","NDUFA12 (interacts with) RPL13A","0","0"
"68","66","561","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) NDUFAF4","0","0","9606.ENSP00000327268","9606.ENSP00000358272","false","interacts with","NDUFV2 (interacts with) NDUFAF4","537","0"
"270","0","338","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) MECR","0","0","9606.ENSP00000327268","9606.ENSP00000263702","false","interacts with","NDUFV2 (interacts with) MECR","89","85"
"0","191","614","0","0","0","0","534","0","0","interacts with","ENSG00000111780 (interacts with) NDUFA12","0","0","9606.ENSP00000450281","9606.ENSP00000330737","false","interacts with","ENSG00000111780 (interacts with) NDUFA12","0","59"
"61","198","315","0","0","0","0","153","0","0","interacts with","NDUFA7 (interacts with) UQCC2","0","0","9606.ENSP00000301457","9606.ENSP00000476140","false","interacts with","NDUFA7 (interacts with) UQCC2","54","0"
"0","0","925","0","900","0","0","0","0","0","interacts with","HLA-A (interacts with) PIK3CA","0","0","9606.ENSP00000379873","9606.ENSP00000263967","false","interacts with","HLA-A (interacts with) PIK3CA","290","0"
"73","123","350","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) TIMM8A","0","0","9606.ENSP00000327268","9606.ENSP00000361993","false","interacts with","NDUFV2 (interacts with) TIMM8A","108","210"
"0","63","356","0","0","0","0","173","0","0","interacts with","NDUFA7 (interacts with) TXNRD2","0","0","9606.ENSP00000301457","9606.ENSP00000383365","false","interacts with","NDUFA7 (interacts with) TXNRD2","150","139"
"83","140","183","0","0","0","0","0","0","0","interacts with","PSMB3 (interacts with) NDUFA12","0","0","9606.ENSP00000483688","9606.ENSP00000330737","false","interacts with","PSMB3 (interacts with) NDUFA12","0","48"
"0","63","180","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) RPL13A","0","0","9606.ENSP00000301457","9606.ENSP00000375730","false","interacts with","NDUFA7 (interacts with) RPL13A","0","161"
"46","247","250","0","0","0","0","0","0","0","interacts with","RPL23L (interacts with) NDUFA7","0","0","9606.ENSP00000380466","9606.ENSP00000301457","false","interacts with","RPL23L (interacts with) NDUFA7","0","0"
"45","84","161","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) TXNRD2","0","0","9606.ENSP00000330737","9606.ENSP00000383365","false","interacts with","NDUFA12 (interacts with) TXNRD2","66","95"
"47","129","326","0","0","0","0","176","0","0","interacts with","NDUFV2 (interacts with) TXNRD2","0","0","9606.ENSP00000327268","9606.ENSP00000383365","false","interacts with","NDUFV2 (interacts with) TXNRD2","74","101"
"303","818","999","0","900","0","913","530","0","0","interacts with","NDUFV2 (interacts with) NDUFA11","0","0","9606.ENSP00000327268","9606.ENSP00000389160","false","interacts with","NDUFV2 (interacts with) NDUFA11","551","60"
"44","137","191","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) TIMM8A","0","0","9606.ENSP00000301457","9606.ENSP00000361993","false","interacts with","NDUFA7 (interacts with) TIMM8A","0","99"
"141","261","338","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) POMP","0","0","9606.ENSP00000330737","9606.ENSP00000370222","false","interacts with","NDUFA12 (interacts with) POMP","0","0"
"77","112","192","0","0","0","94","0","0","0","interacts with","MRPL11 (interacts with) NDUFV2","0","0","9606.ENSP00000308897","9606.ENSP00000327268","false","interacts with","MRPL11 (interacts with) NDUFV2","0","0"
"113","109","175","0","0","0","0","0","0","0","interacts with","LAMTOR2 (interacts with) NDUFV2","0","0","9606.ENSP00000357288","9606.ENSP00000327268","false","interacts with","LAMTOR2 (interacts with) NDUFV2","0","0"
"154","214","577","0","0","0","0","249","0","0","interacts with","NDUFV2 (interacts with) IDH3B","0","0","9606.ENSP00000327268","9606.ENSP00000370223","false","interacts with","NDUFV2 (interacts with) IDH3B","183","124"
"72","93","354","0","0","0","0","248","0","0","interacts with","NDUFA7 (interacts with) IDH3B","0","0","9606.ENSP00000301457","9606.ENSP00000370223","false","interacts with","NDUFA7 (interacts with) IDH3B","0","101"
"64","164","184","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) TIMM8A","0","0","9606.ENSP00000330737","9606.ENSP00000361993","false","interacts with","NDUFA12 (interacts with) TIMM8A","0","0"
"123","0","183","0","0","0","0","0","0","0","interacts with","RHOT1 (interacts with) NDUFA7","0","0","9606.ENSP00000351132","9606.ENSP00000301457","false","interacts with","RHOT1 (interacts with) NDUFA7","0","107"
"99","191","390","0","0","0","0","182","0","0","interacts with","NDUFA12 (interacts with) IDH3B","0","0","9606.ENSP00000330737","9606.ENSP00000370223","false","interacts with","NDUFA12 (interacts with) IDH3B","0","98"
"104","126","183","0","0","0","0","0","0","0","interacts with","MRPL42 (interacts with) NDUFA12","0","0","9606.ENSP00000449884","9606.ENSP00000330737","false","interacts with","MRPL42 (interacts with) NDUFA12","0","0"
"297","812","998","0","900","0","0","788","0","0","interacts with","NDUFA7 (interacts with) NDUFA11","0","0","9606.ENSP00000301457","9606.ENSP00000389160","false","interacts with","NDUFA7 (interacts with) NDUFA11","636","83"
"229","186","998","0","900","0","800","682","0","0","interacts with","MT-ND4 (interacts with) NDUFV2","0","295","9606.ENSP00000354961","9606.ENSP00000327268","false","interacts with","MT-ND4 (interacts with) NDUFV2","398","390"
"53","151","473","0","0","0","0","368","0","0","interacts with","SUCLA2 (interacts with) NDUFV2","0","44","9606.ENSP00000367923","9606.ENSP00000327268","false","interacts with","SUCLA2 (interacts with) NDUFV2","49","75"
"78","122","155","0","0","0","0","0","0","0","interacts with","GLRX2 (interacts with) NDUFA12","0","0","9606.ENSP00000356410","9606.ENSP00000330737","false","interacts with","GLRX2 (interacts with) NDUFA12","0","0"
"62","54","946","0","900","0","189","133","0","0","interacts with","PIK3CA (interacts with) NFKB1","0","0","9606.ENSP00000263967","9606.ENSP00000226574","false","interacts with","PIK3CA (interacts with) NFKB1","296","49"
"637","729","999","0","900","0","913","262","0","0","interacts with","NDUFA12 (interacts with) NDUFA11","0","0","9606.ENSP00000330737","9606.ENSP00000389160","false","interacts with","NDUFA12 (interacts with) NDUFA11","595","249"
"362","818","894","0","0","0","0","0","0","0","interacts with","USMG5 (interacts with) NDUFA12","0","0","9606.ENSP00000358840","9606.ENSP00000330737","false","interacts with","USMG5 (interacts with) NDUFA12","163","47"
"0","686","945","0","0","0","800","179","0","0","interacts with","ENSG00000258674 (interacts with) NDUFA7","0","0","9606.ENSP00000452549","9606.ENSP00000301457","false","interacts with","ENSG00000258674 (interacts with) NDUFA7","0","60"
"134","62","198","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) MRPL40","0","0","9606.ENSP00000327268","9606.ENSP00000333401","false","interacts with","NDUFV2 (interacts with) MRPL40","73","61"
"0","650","970","0","0","0","800","604","0","0","interacts with","NDUFA12 (interacts with) ENSG00000258674","0","0","9606.ENSP00000330737","9606.ENSP00000452549","false","interacts with","NDUFA12 (interacts with) ENSG00000258674","0","59"
"47","157","206","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) MRPL40","0","0","9606.ENSP00000301457","9606.ENSP00000333401","false","interacts with","NDUFA7 (interacts with) MRPL40","56","77"
"0","0","160","0","0","0","0","0","0","0","interacts with","DUOX1 (interacts with) NDUFV2","0","0","9606.ENSP00000317997","9606.ENSP00000327268","false","interacts with","DUOX1 (interacts with) NDUFV2","60","144"
"0","201","954","0","0","0","800","732","0","0","interacts with","NDUFV2 (interacts with) ENSG00000258674","0","0","9606.ENSP00000327268","9606.ENSP00000452549","false","interacts with","NDUFV2 (interacts with) ENSG00000258674","0","57"
"0","0","172","0","0","0","0","151","0","0","interacts with","RHOT1 (interacts with) PIK3CA","0","0","9606.ENSP00000351132","9606.ENSP00000263967","false","interacts with","RHOT1 (interacts with) PIK3CA","54","52"
"0","686","945","0","0","0","800","179","0","0","interacts with","NDUFA7 (interacts with) ENSG00000258674","0","0","9606.ENSP00000301457","9606.ENSP00000452549","false","interacts with","NDUFA7 (interacts with) ENSG00000258674","0","60"
"77","146","217","0","0","0","0","0","0","0","interacts with","MRPL42 (interacts with) NDUFV2","0","0","9606.ENSP00000449884","9606.ENSP00000327268","false","interacts with","MRPL42 (interacts with) NDUFV2","53","76"
"103","108","399","0","0","0","0","0","0","0","interacts with","NDUFAF7 (interacts with) NDUFV2","0","51","9606.ENSP00000002125","9606.ENSP00000327268","false","interacts with","NDUFAF7 (interacts with) NDUFV2","218","144"
"0","0","925","0","900","0","0","0","0","0","interacts with","PIK3CA (interacts with) HLA-A","0","0","9606.ENSP00000263967","9606.ENSP00000379873","false","interacts with","PIK3CA (interacts with) HLA-A","290","0"
"0","65","156","0","0","0","0","0","0","0","interacts with","LYRM7 (interacts with) NDUFA12","0","0","9606.ENSP00000368688","9606.ENSP00000330737","false","interacts with","LYRM7 (interacts with) NDUFA12","122","55"
"117","87","161","0","0","0","0","0","0","0","interacts with","ETFA (interacts with) NDUFA12","0","0","9606.ENSP00000452762","9606.ENSP00000330737","false","interacts with","ETFA (interacts with) NDUFA12","0","43"
"0","0","252","0","0","0","0","0","0","0","interacts with","ACADL (interacts with) NDUFA7","0","0","9606.ENSP00000233710","9606.ENSP00000301457","false","interacts with","ACADL (interacts with) NDUFA7","81","220"
"137","76","420","0","0","0","0","0","0","0","interacts with","LSM3 (interacts with) NDUFA12","0","0","9606.ENSP00000302160","9606.ENSP00000330737","false","interacts with","LSM3 (interacts with) NDUFA12","150","246"
"140","66","162","0","0","0","0","0","0","0","interacts with","TBCA (interacts with) NDUFV2","0","0","9606.ENSP00000306362","9606.ENSP00000327268","false","interacts with","TBCA (interacts with) NDUFV2","0","0"
"85","0","157","0","0","0","117","0","0","0","interacts with","LONP1 (interacts with) NDUFA12","0","0","9606.ENSP00000353826","9606.ENSP00000330737","false","interacts with","LONP1 (interacts with) NDUFA12","0","0"
"0","62","231","0","0","0","0","181","0","0","interacts with","NDUFA7 (interacts with) IREB2","0","0","9606.ENSP00000301457","9606.ENSP00000258886","false","interacts with","NDUFA7 (interacts with) IREB2","49","72"
"109","0","385","0","0","0","180","0","0","0","interacts with","LONP1 (interacts with) NDUFV2","0","111","9606.ENSP00000353826","9606.ENSP00000327268","false","interacts with","LONP1 (interacts with) NDUFV2","165","0"
"0","0","206","0","0","0","0","0","0","0","interacts with","SMOX (interacts with) NDUFA7","0","0","9606.ENSP00000478305","9606.ENSP00000301457","false","interacts with","SMOX (interacts with) NDUFA7","111","144"
"0","818","960","0","0","0","0","735","0","0","interacts with","COX6A2 (interacts with) NDUFA12","0","0","9606.ENSP00000287490","9606.ENSP00000330737","false","interacts with","COX6A2 (interacts with) NDUFA12","219","84"
"0","62","334","0","0","0","0","182","0","0","interacts with","NDUFV2 (interacts with) IREB2","0","0","9606.ENSP00000327268","9606.ENSP00000258886","false","interacts with","NDUFV2 (interacts with) IREB2","112","138"
"78","122","155","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) GLRX2","0","0","9606.ENSP00000330737","9606.ENSP00000356410","false","interacts with","NDUFA12 (interacts with) GLRX2","0","0"
"76","0","174","0","0","0","0","0","0","0","interacts with","LYZ (interacts with) HLA-A","0","0","9606.ENSP00000261267","9606.ENSP00000379873","false","interacts with","LYZ (interacts with) HLA-A","143","0"
"42","65","934","0","900","0","0","0","0","0","interacts with","NDUFA7 (interacts with) NDUFAF1","0","0","9606.ENSP00000301457","9606.ENSP00000260361","false","interacts with","NDUFA7 (interacts with) NDUFAF1","243","188"
"58","62","232","0","0","0","0","0","0","0","interacts with","ATP6V1E1 (interacts with) NDUFA12","0","0","9606.ENSP00000253413","9606.ENSP00000330737","false","interacts with","ATP6V1E1 (interacts with) NDUFA12","154","94"
"0","66","666","0","0","0","0","0","0","0","interacts with","ATPAF2 (interacts with) NDUFA7","0","0","9606.ENSP00000417190","9606.ENSP00000301457","false","interacts with","ATPAF2 (interacts with) NDUFA7","267","552"
"53","450","971","0","900","0","0","0","0","0","interacts with","NDUFV2 (interacts with) NDUFAF1","0","0","9606.ENSP00000327268","9606.ENSP00000260361","false","interacts with","NDUFV2 (interacts with) NDUFAF1","517","53"
"0","62","220","0","0","0","0","181","0","0","interacts with","ACO1 (interacts with) NDUFA7","0","0","9606.ENSP00000309477","9606.ENSP00000301457","false","interacts with","ACO1 (interacts with) NDUFA7","0","67"
"0","53","193","0","0","0","0","183","0","0","interacts with","NDUFA12 (interacts with) IREB2","0","0","9606.ENSP00000330737","9606.ENSP00000258886","false","interacts with","NDUFA12 (interacts with) IREB2","0","0"
"45","64","996","0","900","0","913","0","0","0","interacts with","NDUFA12 (interacts with) NDUFAF1","0","0","9606.ENSP00000330737","9606.ENSP00000260361","false","interacts with","NDUFA12 (interacts with) NDUFAF1","407","359"
"0","62","232","0","0","0","0","0","0","0","interacts with","NDUFV1 (interacts with) PIK3CA","0","0","9606.ENSP00000322450","9606.ENSP00000263967","false","interacts with","NDUFV1 (interacts with) PIK3CA","0","215"
"152","110","213","0","0","0","0","0","0","0","interacts with","MRPS24 (interacts with) NDUFA12","0","0","9606.ENSP00000318158","9606.ENSP00000330737","false","interacts with","MRPS24 (interacts with) NDUFA12","0","0"
"180","0","549","0","0","0","0","0","0","0","interacts with","SCO1 (interacts with) NDUFV2","0","0","9606.ENSP00000255390","9606.ENSP00000327268","false","interacts with","SCO1 (interacts with) NDUFV2","57","464"
"89","130","209","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) GLRX2","0","42","9606.ENSP00000327268","9606.ENSP00000356410","false","interacts with","NDUFV2 (interacts with) GLRX2","0","82"
"98","490","520","0","0","0","0","0","0","0","interacts with","MRPL27 (interacts with) NDUFV2","0","0","9606.ENSP00000225969","9606.ENSP00000327268","false","interacts with","MRPL27 (interacts with) NDUFV2","0","0"
"124","272","367","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) MRPS16","0","0","9606.ENSP00000330737","9606.ENSP00000362036","false","interacts with","NDUFA12 (interacts with) MRPS16","63","67"
"0","265","303","0","0","0","0","0","0","0","interacts with","PFDN1 (interacts with) NDUFV2","0","0","9606.ENSP00000261813","9606.ENSP00000327268","false","interacts with","PFDN1 (interacts with) NDUFV2","84","49"
"55","456","463","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) MRPS16","0","0","9606.ENSP00000301457","9606.ENSP00000362036","false","interacts with","NDUFA7 (interacts with) MRPS16","0","0"
"0","136","645","0","0","0","0","510","0","0","interacts with","TK2 (interacts with) NDUFV2","0","0","9606.ENSP00000299697","9606.ENSP00000327268","false","interacts with","TK2 (interacts with) NDUFV2","215","58"
