"coexpression","coexpression_transferred","combined_score","cooccurence","database","database_transferred","experiments","experiments_transferred","fusion","homology","interaction","name","neighborhood","neighborhood_transferred","protein1","protein2","selected","shared interaction","shared name","textmining","textmining_transferred"
"138","97","188","0","0","0","0","0","0","0","interacts with","PDCD5 (interacts with) NDUFV2","0","0","9606.ENSP00000466214","9606.ENSP00000327268","false","interacts with","PDCD5 (interacts with) NDUFV2","0","0"
"0","62","211","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) ACADL","0","0","9606.ENSP00000327268","9606.ENSP00000233710","false","interacts with","NDUFV2 (interacts with) ACADL","162","78"
"83","0","444","0","0","0","86","0","0","0","interacts with","SCO1 (interacts with) NDUFA7","0","0","9606.ENSP00000255390","9606.ENSP00000301457","false","interacts with","SCO1 (interacts with) NDUFA7","390","0"
"142","75","224","0","0","0","0","0","0","0","interacts with","PPA1 (interacts with) NDUFV2","0","0","9606.ENSP00000362329","9606.ENSP00000327268","false","interacts with","PPA1 (interacts with) NDUFV2","0","101"
"266","244","543","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) TMEM126A","0","0","9606.ENSP00000327268","9606.ENSP00000306887","false","interacts with","NDUFV2 (interacts with) TMEM126A","234","53"
"76","0","174","0","0","0","0","0","0","0","interacts with","HLA-A (interacts with) LYZ","0","0","9606.ENSP00000379873","9606.ENSP00000261267","false","interacts with","HLA-A (interacts with) LYZ","143","0"
"230","267","594","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) TMEM126A","0","0","9606.ENSP00000330737","9606.ENSP00000306887","false","interacts with","NDUFA12 (interacts with) TMEM126A","295","101"
"0","0","252","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) ACADL","0","0","9606.ENSP00000301457","9606.ENSP00000233710","false","interacts with","NDUFA7 (interacts with) ACADL","81","220"
"110","76","262","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) TMEM126A","0","0","9606.ENSP00000301457","9606.ENSP00000306887","false","interacts with","NDUFA7 (interacts with) TMEM126A","75","145"
"46","107","823","0","0","0","0","0","0","0","interacts with","NDUFAF5 (interacts with) NDUFA12","0","0","9606.ENSP00000367346","9606.ENSP00000330737","false","interacts with","NDUFAF5 (interacts with) NDUFA12","505","630"
"0","0","293","0","0","0","128","0","0","0","interacts with","NDUFV2 (interacts with) ATP6V1B2","0","0","9606.ENSP00000327268","9606.ENSP00000276390","false","interacts with","NDUFV2 (interacts with) ATP6V1B2","201","68"
"140","124","214","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) LAMTOR5","0","0","9606.ENSP00000330737","9606.ENSP00000256644","false","interacts with","NDUFA12 (interacts with) LAMTOR5","0","0"
"0","0","960","0","540","0","800","345","0","0","interacts with","MT-ND4L (interacts with) NDUFA12","0","0","9606.ENSP00000354728","9606.ENSP00000330737","false","interacts with","MT-ND4L (interacts with) NDUFA12","325","176"
"0","146","355","0","0","0","0","243","0","0","interacts with","NMRAL1 (interacts with) NDUFA7","0","0","9606.ENSP00000458762","9606.ENSP00000301457","false","interacts with","NMRAL1 (interacts with) NDUFA7","0","83"
"233","0","232","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) TMEM14C","0","0","9606.ENSP00000327268","9606.ENSP00000444561","false","interacts with","NDUFV2 (interacts with) TMEM14C","0","0"
"88","62","472","0","0","0","0","0","0","0","interacts with","MTCH2 (interacts with) NDUFA7","0","0","9606.ENSP00000303222","9606.ENSP00000301457","false","interacts with","MTCH2 (interacts with) NDUFA7","112","388"
"0","183","183","0","0","0","0","0","0","0","interacts with","GLRX5 (interacts with) NDUFA7","0","0","9606.ENSP00000328570","9606.ENSP00000301457","false","interacts with","GLRX5 (interacts with) NDUFA7","0","0"
"0","812","960","0","0","0","0","788","0","0","interacts with","NDUFA7 (interacts with) ENSG00000267740","0","0","9606.ENSP00000301457","9606.ENSP00000466639","false","interacts with","NDUFA7 (interacts with) ENSG00000267740","0","83"
"62","0","243","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) ATP6V1B2","0","0","9606.ENSP00000330737","9606.ENSP00000276390","false","interacts with","NDUFA12 (interacts with) ATP6V1B2","218","52"
"49","0","759","0","0","0","117","0","0","0","interacts with","ACAD9 (interacts with) NDUFA12","0","0","9606.ENSP00000312618","9606.ENSP00000330737","false","interacts with","ACAD9 (interacts with) NDUFA12","294","642"
"0","62","303","0","0","0","0","0","0","0","interacts with","ATP6V1E1 (interacts with) NDUFA7","0","0","9606.ENSP00000253413","9606.ENSP00000301457","false","interacts with","ATP6V1E1 (interacts with) NDUFA7","230","113"
"292","0","292","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) TMEM14C","0","0","9606.ENSP00000330737","9606.ENSP00000444561","false","interacts with","NDUFA12 (interacts with) TMEM14C","0","0"
"139","135","223","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) LAMTOR5","0","0","9606.ENSP00000327268","9606.ENSP00000256644","false","interacts with","NDUFV2 (interacts with) LAMTOR5","0","0"
"0","62","231","0","0","0","0","181","0","0","interacts with","IREB2 (interacts with) NDUFA7","0","0","9606.ENSP00000258886","9606.ENSP00000301457","false","interacts with","IREB2 (interacts with) NDUFA7","49","72"
"205","0","205","0","0","0","0","0","0","0","interacts with","SPCS1 (interacts with) NDUFV2","0","0","9606.ENSP00000478310","9606.ENSP00000327268","false","interacts with","SPCS1 (interacts with) NDUFV2","0","0"
"504","784","999","246","900","0","933","937","0","0","interacts with","NDUFS7 (interacts with) NDUFV2","0","295","9606.ENSP00000233627","9606.ENSP00000327268","false","interacts with","NDUFS7 (interacts with) NDUFV2","710","603"
"0","818","912","0","0","0","0","530","0","0","interacts with","NDUFV2 (interacts with) ENSG00000267740","0","0","9606.ENSP00000327268","9606.ENSP00000466639","false","interacts with","NDUFV2 (interacts with) ENSG00000267740","0","60"
"0","729","836","0","0","0","0","262","0","0","interacts with","NDUFA12 (interacts with) ENSG00000267740","0","0","9606.ENSP00000330737","9606.ENSP00000466639","false","interacts with","NDUFA12 (interacts with) ENSG00000267740","0","249"
"113","0","162","0","0","0","0","0","0","0","interacts with","HIBADH (interacts with) NDUFA7","0","0","9606.ENSP00000265395","9606.ENSP00000301457","false","interacts with","HIBADH (interacts with) NDUFA7","53","83"
"230","267","594","0","0","0","0","0","0","0","interacts with","TMEM126A (interacts with) NDUFA12","0","0","9606.ENSP00000306887","9606.ENSP00000330737","false","interacts with","TMEM126A (interacts with) NDUFA12","295","101"
"0","184","282","0","0","0","0","0","0","0","interacts with","TIMM23B (interacts with) NDUFV2","0","0","9606.ENSP00000363211","9606.ENSP00000327268","false","interacts with","TIMM23B (interacts with) NDUFV2","151","48"
"218","0","234","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) HIGD1A","0","0","9606.ENSP00000330737","9606.ENSP00000398064","false","interacts with","NDUFA12 (interacts with) HIGD1A","61","0"
"44","244","709","0","600","0","0","0","0","0","interacts with","NDUFAF3 (interacts with) NDUFA7","0","0","9606.ENSP00000323076","9606.ENSP00000301457","false","interacts with","NDUFAF3 (interacts with) NDUFA7","89","67"
"0","532","585","0","0","0","115","0","0","0","interacts with","COX14 (interacts with) NDUFA7","0","0","9606.ENSP00000446524","9606.ENSP00000301457","false","interacts with","COX14 (interacts with) NDUFA7","64","58"
"258","58","386","0","0","0","0","0","0","0","interacts with","COQ9 (interacts with) NDUFV2","0","0","9606.ENSP00000262507","9606.ENSP00000327268","false","interacts with","COQ9 (interacts with) NDUFV2","193","0"
"42","62","358","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) ACADVL","0","0","9606.ENSP00000327268","9606.ENSP00000438689","false","interacts with","NDUFV2 (interacts with) ACADVL","270","138"
"86","104","168","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) HIGD1A","0","0","9606.ENSP00000301457","9606.ENSP00000398064","false","interacts with","NDUFA7 (interacts with) HIGD1A","66","0"
"52","0","459","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) ACADVL","0","0","9606.ENSP00000330737","9606.ENSP00000438689","false","interacts with","NDUFA12 (interacts with) ACADVL","50","448"
"249","0","252","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) HIGD1A","0","0","9606.ENSP00000327268","9606.ENSP00000398064","false","interacts with","NDUFV2 (interacts with) HIGD1A","45","0"
"0","175","914","0","540","0","0","787","0","0","interacts with","NDUFC2-KCTD14 (interacts with) NDUFV2","0","0","9606.ENSP00000432614","9606.ENSP00000327268","false","interacts with","NDUFC2-KCTD14 (interacts with) NDUFV2","0","71"
"212","84","259","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) C14orf2","0","0","9606.ENSP00000327268","9606.ENSP00000401770","false","interacts with","NDUFV2 (interacts with) C14orf2","57","0"
"214","73","267","0","0","0","0","0","0","0","interacts with","PSMA2 (interacts with) NDUFV2","0","0","9606.ENSP00000223321","9606.ENSP00000327268","false","interacts with","PSMA2 (interacts with) NDUFV2","75","0"
"187","79","264","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) HSPE1","0","0","9606.ENSP00000327268","9606.ENSP00000233893","false","interacts with","NDUFV2 (interacts with) HSPE1","97","0"
"0","153","471","0","0","0","0","388","0","0","interacts with","APOBEC3F (interacts with) NDUFA7","0","0","9606.ENSP00000309749","9606.ENSP00000301457","false","interacts with","APOBEC3F (interacts with) NDUFA7","0","63"
"286","485","632","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) C14orf2","0","0","9606.ENSP00000330737","9606.ENSP00000401770","false","interacts with","NDUFA12 (interacts with) C14orf2","81","0"
"145","268","347","0","0","0","0","0","0","0","interacts with","MRPL22 (interacts with) NDUFV2","0","0","9606.ENSP00000431040","9606.ENSP00000327268","false","interacts with","MRPL22 (interacts with) NDUFV2","0","0"
"111","653","692","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) C14orf2","0","0","9606.ENSP00000301457","9606.ENSP00000401770","false","interacts with","NDUFA7 (interacts with) C14orf2","82","0"
"103","344","387","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) HSPE1","0","0","9606.ENSP00000330737","9606.ENSP00000233893","false","interacts with","NDUFA12 (interacts with) HSPE1","0","42"
"98","490","520","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) MRPL27","0","0","9606.ENSP00000327268","9606.ENSP00000225969","false","interacts with","NDUFV2 (interacts with) MRPL27","0","0"
"0","146","355","0","0","0","0","243","0","0","interacts with","NDUFA7 (interacts with) HTATIP2","0","0","9606.ENSP00000301457","9606.ENSP00000392985","false","interacts with","NDUFA7 (interacts with) HTATIP2","0","83"
"0","0","825","0","720","0","0","0","0","0","interacts with","NDUFA12 (interacts with) FOXRED1","0","0","9606.ENSP00000330737","9606.ENSP00000263578","false","interacts with","NDUFA12 (interacts with) FOXRED1","392","55"
"76","825","831","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) MRPL27","0","0","9606.ENSP00000301457","9606.ENSP00000225969","false","interacts with","NDUFA7 (interacts with) MRPL27","0","0"
"65","123","350","0","0","0","271","0","0","0","interacts with","PIN4 (interacts with) NDUFA7","0","0","9606.ENSP00000362773","9606.ENSP00000301457","false","interacts with","PIN4 (interacts with) NDUFA7","0","0"
"346","374","999","0","900","0","981","349","0","0","interacts with","NDUFA12 (interacts with) NDUFA7","0","0","9606.ENSP00000330737","9606.ENSP00000301457","false","interacts with","NDUFA12 (interacts with) NDUFA7","675","484"
"0","167","167","0","0","0","0","0","0","0","interacts with","SMDT1 (interacts with) NDUFV2","0","0","9606.ENSP00000327467","9606.ENSP00000327268","false","interacts with","SMDT1 (interacts with) NDUFV2","0","0"
"0","650","970","0","0","0","800","604","0","0","interacts with","ENSG00000258674 (interacts with) NDUFA12","0","0","9606.ENSP00000452549","9606.ENSP00000330737","false","interacts with","ENSG00000258674 (interacts with) NDUFA12","0","59"
"0","139","226","0","0","0","0","0","0","0","interacts with","CHCHD10 (interacts with) NDUFA12","0","0","9606.ENSP00000418428","9606.ENSP00000330737","false","interacts with","CHCHD10 (interacts with) NDUFA12","0","138"
"0","189","646","0","0","0","0","534","0","0","interacts with","NDUFA12 (interacts with) HTATIP2","0","0","9606.ENSP00000330737","9606.ENSP00000392985","false","interacts with","NDUFA12 (interacts with) HTATIP2","0","140"
"0","62","780","0","720","0","0","0","0","0","interacts with","NDUFA7 (interacts with) FOXRED1","0","0","9606.ENSP00000301457","9606.ENSP00000263578","false","interacts with","NDUFA7 (interacts with) FOXRED1","207","72"
"0","0","835","0","720","0","0","0","0","0","interacts with","NDUFV2 (interacts with) FOXRED1","0","0","9606.ENSP00000327268","9606.ENSP00000263578","false","interacts with","NDUFV2 (interacts with) FOXRED1","438","0"
"119","64","330","0","0","0","0","0","0","0","interacts with","HAGH (interacts with) NDUFV2","0","0","9606.ENSP00000380514","9606.ENSP00000327268","false","interacts with","HAGH (interacts with) NDUFV2","166","142"
"158","52","294","0","0","0","0","0","0","0","interacts with","ATP5S (interacts with) NDUFV2","0","0","9606.ENSP00000308334","9606.ENSP00000327268","false","interacts with","ATP5S (interacts with) NDUFV2","164","67"
"88","162","203","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) MRPL27","0","0","9606.ENSP00000330737","9606.ENSP00000225969","false","interacts with","NDUFA12 (interacts with) MRPL27","0","0"
"0","112","215","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) CHCHD10","0","0","9606.ENSP00000301457","9606.ENSP00000418428","false","interacts with","NDUFA7 (interacts with) CHCHD10","135","61"
"86","122","668","0","600","0","0","0","0","0","interacts with","ECSIT (interacts with) NDUFA7","0","0","9606.ENSP00000270517","9606.ENSP00000301457","false","interacts with","ECSIT (interacts with) NDUFA7","74","58"
"0","139","226","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) CHCHD10","0","0","9606.ENSP00000330737","9606.ENSP00000418428","false","interacts with","NDUFA12 (interacts with) CHCHD10","0","138"
"0","419","562","0","0","0","0","258","0","0","interacts with","ATP5EP2 (interacts with) NDUFV2","0","0","9606.ENSP00000370414","9606.ENSP00000327268","false","interacts with","ATP5EP2 (interacts with) NDUFV2","0","67"
"0","195","381","0","0","0","96","212","0","0","interacts with","PMPCA (interacts with) NDUFV2","0","0","9606.ENSP00000360782","9606.ENSP00000327268","false","interacts with","PMPCA (interacts with) NDUFV2","0","48"
"215","62","313","0","0","0","0","0","0","0","interacts with","MTCH2 (interacts with) NDUFV2","0","0","9606.ENSP00000303222","9606.ENSP00000327268","false","interacts with","MTCH2 (interacts with) NDUFV2","0","143"
"49","62","152","0","0","0","117","0","0","0","interacts with","TACO1 (interacts with) NDUFV2","0","47","9606.ENSP00000258975","9606.ENSP00000327268","false","interacts with","TACO1 (interacts with) NDUFV2","45","0"
"140","0","164","0","0","0","0","0","0","0","interacts with","RUFY4 (interacts with) LYZ","0","0","9606.ENSP00000363270","9606.ENSP00000261267","false","interacts with","RUFY4 (interacts with) LYZ","46","63"
"0","275","683","0","0","0","0","534","0","0","interacts with","NDUFV2 (interacts with) HTATIP2","0","0","9606.ENSP00000327268","9606.ENSP00000392985","false","interacts with","NDUFV2 (interacts with) HTATIP2","0","139"
"0","0","162","0","0","0","0","0","0","0","interacts with","SMOX (interacts with) NDUFA12","0","0","9606.ENSP00000478305","9606.ENSP00000330737","false","interacts with","SMOX (interacts with) NDUFA12","107","101"
"105","432","469","0","0","0","0","0","0","0","interacts with","MRPS14 (interacts with) NDUFA12","0","0","9606.ENSP00000420714","9606.ENSP00000330737","false","interacts with","MRPS14 (interacts with) NDUFA12","0","0"
"246","652","999","0","900","0","800","876","0","0","interacts with","NDUFA7 (interacts with) NDUFA3","0","0","9606.ENSP00000301457","9606.ENSP00000418438","false","interacts with","NDUFA7 (interacts with) NDUFA3","561","470"
"180","184","434","0","0","0","0","0","0","0","interacts with","TIMM23 (interacts with) NDUFV2","0","0","9606.ENSP00000464522","9606.ENSP00000327268","false","interacts with","TIMM23 (interacts with) NDUFV2","217","48"
"144","107","361","0","0","0","0","0","0","0","interacts with","SLC25A11 (interacts with) NDUFA7","0","0","9606.ENSP00000225665","9606.ENSP00000301457","false","interacts with","SLC25A11 (interacts with) NDUFA7","180","101"
"45","84","161","0","0","0","0","0","0","0","interacts with","TXNRD2 (interacts with) NDUFA12","0","0","9606.ENSP00000383365","9606.ENSP00000330737","false","interacts with","TXNRD2 (interacts with) NDUFA12","66","95"
"45","127","282","0","0","0","0","0","0","0","interacts with","PDHB (interacts with) NDUFA7","0","0","9606.ENSP00000307241","9606.ENSP00000301457","false","interacts with","PDHB (interacts with) NDUFA7","150","107"
"422","835","999","0","900","0","981","789","0","0","interacts with","NDUFA12 (interacts with) NDUFV2","0","0","9606.ENSP00000330737","9606.ENSP00000327268","false","interacts with","NDUFA12 (interacts with) NDUFV2","594","430"
"0","275","683","0","0","0","0","534","0","0","interacts with","NDUFV2 (interacts with) NMRAL1","0","0","9606.ENSP00000327268","9606.ENSP00000458762","false","interacts with","NDUFV2 (interacts with) NMRAL1","0","139"
"105","62","222","0","0","0","0","0","0","0","interacts with","HADHB (interacts with) NDUFV2","0","0","9606.ENSP00000325136","9606.ENSP00000327268","false","interacts with","HADHB (interacts with) NDUFV2","107","85"
"79","62","459","0","0","0","0","0","0","0","interacts with","NDUFAF2 (interacts with) NDUFA7","0","0","9606.ENSP00000296597","9606.ENSP00000301457","false","interacts with","NDUFAF2 (interacts with) NDUFA7","323","185"
"518","111","996","0","900","0","800","245","0","0","interacts with","NDUFA12 (interacts with) NDUFA3","0","0","9606.ENSP00000330737","9606.ENSP00000418438","false","interacts with","NDUFA12 (interacts with) NDUFA3","519","43"
"0","0","215","0","0","0","215","0","0","0","interacts with","C15orf48 (interacts with) NDUFA12","0","0","9606.ENSP00000341610","9606.ENSP00000330737","false","interacts with","C15orf48 (interacts with) NDUFA12","0","0"
"0","189","646","0","0","0","0","534","0","0","interacts with","NDUFA12 (interacts with) NMRAL1","0","0","9606.ENSP00000330737","9606.ENSP00000458762","false","interacts with","NDUFA12 (interacts with) NMRAL1","0","140"
"141","65","162","0","0","0","0","0","0","0","interacts with","PSMA2 (interacts with) NDUFA12","0","0","9606.ENSP00000223321","9606.ENSP00000330737","false","interacts with","PSMA2 (interacts with) NDUFA12","0","0"
"0","0","314","0","0","0","0","0","0","0","interacts with","LYRM7 (interacts with) NDUFA7","0","0","9606.ENSP00000368688","9606.ENSP00000301457","false","interacts with","LYRM7 (interacts with) NDUFA7","234","142"
"84","122","167","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) PSMB5","0","0","9606.ENSP00000330737","9606.ENSP00000355325","false","interacts with","NDUFA12 (interacts with) PSMB5","0","48"
"0","146","355","0","0","0","0","243","0","0","interacts with","NDUFA7 (interacts with) NMRAL1","0","0","9606.ENSP00000301457","9606.ENSP00000458762","false","interacts with","NDUFA7 (interacts with) NMRAL1","0","83"
"271","144","998","0","900","0","800","876","0","0","interacts with","NDUFV2 (interacts with) NDUFA3","0","0","9606.ENSP00000327268","9606.ENSP00000418438","false","interacts with","NDUFV2 (interacts with) NDUFA3","450","0"
"183","107","239","0","0","0","0","0","0","0","interacts with","TIMM22 (interacts with) NDUFA12","0","0","9606.ENSP00000320236","9606.ENSP00000330737","false","interacts with","TIMM22 (interacts with) NDUFA12","0","0"
"137","90","181","0","0","0","0","0","0","0","interacts with","NDUFV2 (interacts with) PSMB5","0","0","9606.ENSP00000327268","9606.ENSP00000355325","false","interacts with","NDUFV2 (interacts with) PSMB5","0","0"
"184","148","999","0","900","0","981","654","0","0","interacts with","MT-ND5 (interacts with) NDUFV2","0","219","9606.ENSP00000354813","9606.ENSP00000327268","false","interacts with","MT-ND5 (interacts with) NDUFV2","384","297"
"0","184","183","0","0","0","0","0","0","0","interacts with","RPL13A (interacts with) NDUFA12","0","0","9606.ENSP00000375730","9606.ENSP00000330737","false","interacts with","RPL13A (interacts with) NDUFA12","0","0"
"0","166","434","0","0","0","0","346","0","0","interacts with","APOBEC3F (interacts with) NDUFV2","0","0","9606.ENSP00000309749","9606.ENSP00000327268","false","interacts with","APOBEC3F (interacts with) NDUFV2","0","47"
"0","636","766","0","0","0","0","346","0","0","interacts with","UQCRHL (interacts with) NDUFV2","0","0","9606.ENSP00000485401","9606.ENSP00000327268","false","interacts with","UQCRHL (interacts with) NDUFV2","0","99"
"155","160","259","0","0","0","0","0","0","0","interacts with","POMP (interacts with) NDUFV2","0","0","9606.ENSP00000370222","9606.ENSP00000327268","false","interacts with","POMP (interacts with) NDUFV2","0","0"
"64","145","165","0","0","0","0","0","0","0","interacts with","NDUFA7 (interacts with) MRPS14","0","0","9606.ENSP00000301457","9606.ENSP00000420714","false","interacts with","NDUFA7 (interacts with) MRPS14","0","0"
"105","432","469","0","0","0","0","0","0","0","interacts with","NDUFA12 (interacts with) MRPS14","0","0","9606.ENSP00000330737","9606.ENSP00000420714","false","interacts with","NDUFA12 (interacts with) MRPS14","0","0"
